usr,sys,idl,wai,stl,read,writ,recv,send,in,out,int,csw,Start,repl8,repl9,rticket,wticket,ocursors,aconn,pf,memo,dd,bytescurrentused,readq,writeq,,insert,query,update,delete,getmore,dirty,used,flushes,vsize,res,net_in,net_out,conn,set,repl,time,arwa,arwb,cmda,cmdb,qrwa,qrwb,,yread,ytot,ywrite,srread,srtot,srwrite,ssread,sstot,sswrite,elread,eltot,elwrite,opread,optot,opwrite,time,,insert,query,update,delete,getmore,dirty,used,flushes,vsize,res,net_in,net_out,conn,set,repl,time,arwa,arwb,cmda,cmdb,qrwa,qrwb,,yread,ytot,ywrite,srread,srtot,srwrite,ssread,sstot,sswrite,elread,eltot,elwrite,opread,optot,opwrite,time
17,4,0,79,0,7480k,96k,72k,289k,0,0,4391,4755,11:34:06.010159311,16000,16000,5,2,1,789,293,531,269547624,443174672,0,0,217,0.0,75.0,139.0,0.0,2.0,5.0,11.1,0,3.42G,1.66G,92.0k,751k,25,rs0,PRI,35:21.4,8,9,75,0,0,0,217,3393.0,16410.0,13017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:35:15Z,217,0.0,0.0,543.0,0.0,4.0,6.4,16.7,0,4.17G,2.41G,8.70k,545k,10,rs0,SEC,05:27.4,1,0,12,0,0,0,217,0.0,7932.0,7932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:32Z
15,4,3,78,0,7696k,112k,77k,281k,0,0,4507,4926,11:34:06.913963057,16000,17000,2,0,1,789,293,534,270985758,445337908,0,0,218,0.0,142.0,352.0,0.0,0.0,5.0,11.2,0,3.42G,1.67G,194k,675k,25,rs0,PRI,35:22.4,1,2,68,0,0,14,218,4003.0,15974.0,11970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:35:16Z,218,0.0,0.0,57.0,0.0,0.0,6.7,16.9,0,4.18G,2.44G,517b,7.78k,10,rs0,SEC,05:32.5,2,1,0,0,0,15,218,0.0,9963.0,9963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:33Z
17,4,2,77,0,7716k,284k,131k,275k,0,0,4604,5394,11:34:07.817095871,17000,8000,2,15,1,789,293,536,272564929,447511181,0,0,219,0.0,49.0,117.0,0.0,3.0,5.0,11.2,0,3.42G,1.67G,79.8k,723k,25,rs0,PRI,35:23.4,5,12,81,0,0,0,219,4230.0,15321.0,11091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2019-11-26T11:35:17Z,219,0.0,0.0,1575.0,0.0,1.0,6.8,17.0,0,4.22G,2.45G,2.01k,561k,10,rs0,SEC,05:34.1,3,0,5,0,0,12,219,0.0,10588.0,10588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:34Z
15,4,4,77,0,7804k,292k,94k,287k,0,0,4490,5073,11:34:08.727991846,18000,9000,8,9,1,789,293,538,274428820,450540607,0,0,220,0.0,156.0,450.0,0.0,1.0,5.0,11.2,0,3.43G,1.68G,239k,719k,25,rs0,PRI,35:24.4,1,0,70,0,0,16,220,1826.0,17447.0,15620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:35:18Z,220,0.0,0.0,364.0,0.0,2.0,6.9,17.0,0,4.22G,2.46G,3.73k,153k,10,rs0,SEC,05:35.5,2,0,6,0,0,1,220,0.0,7507.0,7507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:35Z
16,4,0,80,0,8432k,248k,49k,173k,0,0,4229,4921,11:34:13.140129174,23000,9000,1,0,1,789,293,549,282038669,462244909,0,0,221,0.0,68.0,149.0,0.0,5.0,5.0,11.3,0,3.44G,1.68G,101k,703k,25,rs0,PRI,35:25.4,8,9,80,0,0,0,221,2040.0,13625.0,11585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T11:35:19Z,221,0.0,0.0,230.0,0.0,1.0,7.1,17.2,0,4.22G,2.48G,1.79k,82.8k,10,rs0,SEC,05:38.0,2,0,1,0,0,7,221,0.0,7713.0,7713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:36Z
15,5,0,80,0,7968k,96k,49k,218k,0,0,4083,4490,11:34:14.050435379,24000,9000,3,0,1,789,293,551,283334531,463803959,0,0,222,0.0,169.0,432.0,0.0,0.0,5.0,11.3,0,3.45G,1.69G,235k,671k,26,rs0,PRI,35:26.4,4,13,67,0,0,0,222,5705.0,17926.0,12220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2019-11-26T11:35:20Z,222,0.0,0.0,168265.0,0.0,265.0,7.1,17.2,0,4.22G,2.48G,800k,59.3m,10,rs0,SEC,05:38.1,1,0,1329,0,0,0,222,0.0,13330.0,13330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T18:19:37Z
15,4,10,71,0,7696k,176k,40k,164k,0,0,3826,4266,11:34:14.953480404,25000,10000,3,4,1,789,293,553,284724332,465890199,0,0,223,0.0,213.0,491.0,0.0,0.0,5.0,11.4,0,3.46G,1.70G,273k,757k,26,rs0,PRI,35:27.4,3,13,65,0,0,0,223,5700.0,15871.0,10171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2019-11-26T11:35:21Z,223,0.0,0.0,73.0,0.0,0.0,7.2,17.2,0,4.23G,2.49G,967b,14.0k,10,rs0,SEC,05:40.6,3,0,1,0,0,16,223,0.0,10989.0,10989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:38Z
16,4,12,68,0,7592k,216k,49k,142k,0,0,4297,5349,11:34:16.810295030,15000,8000,4,8,1,789,293,557,287535292,469992910,0,16,224,0.0,198.0,419.0,0.0,3.0,5.0,11.5,0,3.46G,1.71G,244k,998k,25,rs0,PRI,35:28.4,4,13,76,0,0,0,224,6315.0,17592.0,11276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T11:35:22Z,224,0.0,0.0,202235.0,0.0,218.0,7.2,17.2,0,4.23G,2.49G,986k,84.5m,10,rs0,SEC,05:40.7,1,0,1969,0,0,0,224,0.0,14835.0,14835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:39Z
17,4,2,77,0,7732k,152k,71k,285k,0,0,4549,5334,11:34:17.726804942,14000,9000,7,11,1,789,293,559,288983657,472230123,0,16,225,0.0,168.0,335.0,0.0,0.0,5.0,11.5,0,3.47G,1.71G,189k,390k,26,rs0,PRI,35:29.4,7,10,23,0,0,0,225,1967.0,17871.0,15904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2019-11-26T11:35:23Z,225,0.0,0.0,82.0,0.0,3.0,7.2,17.2,0,4.23G,2.49G,2.42k,76.6k,10,rs0,SEC,05:41.4,1,0,3,0,0,0,225,0.0,8394.0,8394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T18:19:40Z
16,5,4,75,0,7976k,176k,58k,205k,0,0,4232,4681,11:34:18.636624357,15000,10000,6,11,1,789,293,560,290106512,473978406,0,0,226,0.0,221.0,496.0,0.0,1.0,5.0,11.6,0,3.48G,1.72G,280k,1.04m,25,rs0,PRI,35:30.4,3,14,74,0,0,0,226,6546.0,18545.0,11999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2019-11-26T11:35:24Z,226,0.0,0.0,0.0,0.0,1.0,7.2,17.2,0,4.23G,2.49G,3.95k,40.7k,10,rs0,SEC,05:42.4,1,0,6,0,0,0,226,0.0,8403.0,8403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:41Z
15,4,2,79,0,7508k,88k,42k,192k,0,0,3722,4139,11:34:20.433238646,15000,6000,10,6,1,789,293,563,291843375,477017892,0,0,227,0.0,135.0,342.0,0.0,0.0,5.0,11.6,0,3.49G,1.73G,185k,609k,25,rs0,PRI,35:31.4,1,1,56,0,0,15,227,10827.0,34757.0,23930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2019-11-26T11:35:25Z,227,0.0,0.0,367.0,0.0,0.0,7.3,17.3,0,4.24G,2.50G,1.00k,22.8k,10,rs0,SEC,05:44.2,2,0,2,0,0,15,227,0.0,15688.0,15688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:42Z
16,4,4,75,0,7724k,180k,56k,187k,0,0,4649,5662,11:34:21.351800130,16000,7000,6,11,1,789,293,566,293801175,480641856,0,0,228,0.0,79.0,171.0,0.0,2.0,5.0,11.6,0,3.49G,1.73G,110k,798k,25,rs0,PRI,35:32.4,4,13,80,0,0,0,228,4832.0,19029.0,14197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T11:35:26Z,228,0.0,0.0,2271.0,0.0,8.0,7.3,17.3,0,4.24G,2.50G,6.18k,1.66m,10,rs0,SEC,05:44.4,1,0,12,0,0,0,228,0.0,10492.0,10492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:43Z
18,4,0,79,0,7900k,204k,81k,309k,0,0,4561,5234,11:34:22.279916897,14000,8000,10,8,1,789,293,569,295917406,484200444,0,0,229,0.0,200.0,480.0,0.0,0.0,5.1,11.7,0,3.50G,1.74G,259k,742k,25,rs0,PRI,35:33.4,8,9,77,0,0,0,229,4876.0,16254.0,11378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2019-11-26T11:35:27Z,229,0.0,0.0,0.0,0.0,0.0,7.3,17.3,0,4.24G,2.50G,760b,38.9k,10,rs0,SEC,05:45.4,1,0,3,0,0,0,229,0.0,5907.0,5907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:44Z
16,4,3,78,0,7676k,316k,103k,261k,0,0,4680,5388,11:34:23.199009144,15000,9000,6,8,1,789,293,574,298822244,488650570,0,0,230,0.0,182.0,369.0,0.0,0.0,5.0,11.8,0,3.51G,1.75G,213k,724k,26,rs0,PRI,35:34.4,5,12,72,0,0,0,230,5606.0,19714.0,14108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:35:28Z,230,0.0,0.0,0.0,0.0,0.0,7.3,17.3,0,4.24G,2.50G,2.64k,39.6k,10,rs0,SEC,05:46.4,1,0,4,0,0,0,230,0.0,9298.0,9298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T18:19:45Z
20,6,0,74,0,7652k,196k,75k,308k,0,0,4824,5460,11:34:24.214285163,16000,5000,7,10,1,789,293,577,301784983,493113664,0,0,231,0.0,264.0,666.0,0.0,2.0,5.1,11.9,0,3.52G,1.76G,361k,867k,25,rs0,PRI,35:35.4,3,14,71,0,0,0,231,2576.0,20387.0,17811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:35:29Z,231,0.0,0.0,93.0,0.0,0.0,7.4,17.4,0,4.26G,2.51G,159b,8.14k,10,rs0,SEC,05:51.2,3,0,0,0,0,16,231,0.0,11022.0,11022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:46Z
22,8,0,70,0,7676k,212k,111k,287k,0,0,4934,5489,11:34:25.133668823,17000,6000,1,0,1,789,293,580,303048285,495025637,0,0,232,0.0,230.0,521.0,0.0,1.0,5.1,11.9,0,3.53G,1.77G,288k,1.12m,25,rs0,PRI,35:36.4,6,11,65,0,0,0,232,4735.0,16006.0,11271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T11:35:30Z,232,0.0,0.0,1024.0,0.0,0.0,7.6,17.6,0,4.27G,2.53G,1.86k,383k,10,rs0,SEC,05:53.6,1,0,4,0,0,10,232,0.0,24931.0,24931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2019-11-26T18:19:48Z
16,3,1,80,0,7780k,760k,107k,282k,0,0,4518,4991,11:34:26.048981791,12000,5000,4,11,1,789,293,582,305322373,498187682,0,0,233,0.0,205.0,476.0,0.0,0.0,5.0,12.0,0,3.54G,1.78G,265k,719k,25,rs0,PRI,35:37.4,3,13,70,0,0,0,233,4941.0,15401.0,10460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T11:35:31Z,233,0.0,0.0,205844.0,0.0,1437.0,7.6,17.6,0,4.28G,2.54G,990k,81.5m,10,rs0,SEC,05:53.6,1,0,2012,0,0,0,233,0.0,8941.0,8941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T18:19:49Z
15,4,0,80,0,7292k,3184k,77k,237k,0,0,4512,5206,11:34:26.970712406,13000,6000,5,14,1,789,293,586,307849296,501815416,0,0,234,0.0,198.0,496.0,1.0,4.0,5.1,12.1,0,3.55G,1.79G,273k,1.28m,26,rs0,PRI,35:38.4,1,0,71,0,0,17,234,5879.0,16719.0,10839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,2019-11-26T11:35:32Z,234,0.0,0.0,0.0,0.0,2.0,7.6,17.6,0,4.28G,2.54G,1.80k,47.1k,10,rs0,SEC,05:54.4,1,0,3,0,0,0,234,0.0,11897.0,11897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:50Z
15,4,0,81,0,8096k,216k,87k,311k,0,0,4592,5052,11:34:27.926342567,13000,5000,6,11,1,789,293,590,310501941,505874480,0,0,235,0.0,53.0,122.0,998.0,0.0,5.0,12.1,0,3.55G,1.79G,75.7k,536k,25,rs0,PRI,35:39.4,4,13,68,0,0,0,235,4041.0,12088.0,8047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2019-11-26T11:35:33Z,235,0.0,0.0,31.0,0.0,0.0,7.7,17.7,0,4.29G,2.55G,1.21k,13.5k,10,rs0,SEC,05:57.4,2,0,2,0,0,16,235,0.0,14918.0,14918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T18:19:51Z
22,5,2,71,0,7132k,3600k,59k,170k,0,0,4215,4800,11:34:28.839005026,14000,6000,3,7,1,789,293,593,312428369,508414235,0,0,236,0.0,65.0,158.0,0.0,1.0,5.0,12.1,0,3.55G,1.80G,92.8k,479k,25,rs0,PRI,35:40.4,7,10,60,0,0,0,236,3429.0,19615.0,16186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2019-11-26T11:35:34Z,236,0.0,0.0,169135.0,0.0,199.0,7.7,17.7,0,4.29G,2.55G,889k,66.2m,10,rs0,SEC,05:57.4,1,0,1599,0,0,0,236,0.0,5353.0,5353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:52Z
21,8,2,70,0,7168k,3968k,73k,293k,0,0,4345,4866,11:34:29.857211808,8000,4000,7,10,1,789,293,596,314498868,512008142,0,0,237,0.0,170.0,366.0,0.0,2.0,5.0,12.2,0,3.56G,1.80G,211k,712k,25,rs0,PRI,35:41.4,6,11,71,0,0,0,237,5713.0,14340.0,8627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2019-11-26T11:35:35Z,237,0.0,0.0,0.0,0.0,0.0,7.7,17.7,0,4.29G,2.55G,3.86k,514k,10,rs0,SEC,05:57.5,1,0,14,0,0,0,237,0.0,9199.0,9199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:53Z
14,4,0,82,0,7796k,320k,102k,308k,0,0,4697,5585,11:34:30.769497718,9000,5000,5,13,1,789,293,600,317144012,515935748,0,0,238,0.0,183.0,430.0,0.0,1.0,5.0,12.2,0,3.57G,1.82G,239k,973k,26,rs0,PRI,35:42.4,1,0,68,0,0,16,238,6143.0,34557.0,28414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2019-11-26T11:35:36Z,238,0.0,0.0,47.0,0.0,0.0,7.9,17.9,0,4.31G,2.57G,174b,6.09k,10,rs0,SEC,06:04.0,3,0,0,0,0,16,238,0.0,8993.0,8993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:54Z
17,4,0,79,0,8076k,300k,95k,336k,0,0,4763,5325,11:34:31.679638113,10000,5000,5,12,1,789,293,602,319133161,519046885,0,0,239,0.0,64.0,158.0,0.0,4.0,5.0,12.2,0,3.57G,1.82G,99.5k,527k,26,rs0,PRI,35:43.4,5,12,73,0,0,0,239,4961.0,12756.0,7795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T11:35:37Z,239,0.0,0.0,1453.0,0.0,0.0,8.1,18.0,0,4.33G,2.59G,3.15k,504k,10,rs0,SEC,06:06.3,2,0,7,0,0,4,239,0.0,10747.0,10747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:55Z
16,5,0,79,0,7748k,320k,89k,314k,0,0,4749,5369,11:34:32.591515933,9000,6000,2,11,1,789,293,606,321185858,521989444,0,0,240,0.0,144.0,301.0,0.0,0.0,5.0,12.3,0,3.58G,1.82G,176k,597k,25,rs0,PRI,35:44.4,1,0,57,0,0,16,240,1637.0,13422.0,11785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2019-11-26T11:35:39Z,240,0.0,0.0,187016.0,0.0,1138.0,8.1,18.1,0,4.34G,2.60G,712k,69.7m,10,rs0,SEC,06:06.3,1,0,1138,0,0,0,240,0.0,9121.0,9121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:56Z
10,2,0,87,0,7592k,384k,50k,215k,0,0,3505,4049,11:34:33.500423424,10000,7000,7,13,1,789,293,610,323926568,526065266,0,0,241,0.0,43.0,137.0,998.0,4.0,5.0,12.3,0,3.58G,1.83G,88.6k,640k,28,rs0,PRI,35:45.4,1,0,78,0,0,17,241,2221.0,16339.0,14118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T11:35:40Z,241,0.0,0.0,8.0,0.0,8.0,8.1,18.1,0,4.34G,2.60G,5.21k,294k,10,rs0,SEC,06:06.4,1,0,8,0,0,0,241,0.0,20831.0,20831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:57Z
19,5,5,71,0,7204k,3416k,63k,148k,0,0,4255,5326,11:34:34.407890469,11000,8000,2,14,1,789,293,616,328019126,531818288,0,14,242,0.0,95.0,242.0,0.0,1.0,5.0,12.3,0,3.59G,1.83G,136k,637k,28,rs0,PRI,35:46.4,3,14,70,0,0,0,242,2567.0,19553.0,16986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:35:41Z,242,0.0,0.0,103.0,0.0,0.0,8.2,18.1,0,4.35G,2.60G,467b,12.4k,10,rs0,SEC,06:09.7,2,0,0,0,0,15,242,0.0,9275.0,9275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:58Z
26,7,2,64,0,8016k,564k,51k,211k,0,0,4449,4828,11:34:35.312732946,12000,9000,1,0,1,789,293,617,328865847,533011921,0,0,243,0.0,251.0,579.0,0.0,4.0,5.1,12.4,0,3.60G,1.84G,329k,879k,29,rs0,PRI,35:47.4,6,11,79,0,0,0,243,4478.0,16143.0,11664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,2019-11-26T11:35:43Z,243,0.0,0.0,146717.0,0.0,540.0,8.2,18.2,0,4.35G,2.61G,1.37m,85.4m,10,rs0,SEC,06:09.7,1,0,2431,0,0,0,243,0.0,8993.0,8993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:19:59Z
16,5,2,77,0,6980k,2424k,34k,145k,0,0,4242,5210,11:34:36.337933147,10000,6000,6,12,1,789,293,621,331119077,536127969,0,0,244,0.0,212.0,524.0,999.0,0.0,5.1,12.5,0,3.61G,1.85G,285k,823k,28,rs0,PRI,35:48.4,4,13,59,0,0,0,244,5466.0,16535.0,11069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2019-11-26T11:35:44Z,244,0.0,0.0,112.0,0.0,0.0,8.3,18.2,0,4.36G,2.62G,736b,9.81k,10,rs0,SEC,06:13.6,2,0,1,0,0,16,244,0.0,9366.0,9366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:20:00Z
16,4,0,80,0,7452k,692k,48k,225k,0,0,4155,4613,11:34:37.315519712,11000,7000,3,0,1,789,293,622,332508452,538560896,0,0,245,0.0,242.0,536.0,0.0,0.0,5.1,12.5,0,3.62G,1.86G,297k,682k,28,rs0,PRI,35:49.4,6,10,51,0,0,0,245,6720.0,19285.0,12565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T11:35:45Z,245,0.0,0.0,319.0,0.0,0.0,8.5,18.4,0,4.39G,2.64G,2.40k,143k,10,rs0,SEC,06:17.7,2,0,3,0,0,1,245,0.0,8814.0,8814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:20:01Z
14,3,0,83,0,7360k,1084k,49k,199k,0,0,3956,4758,11:34:38.260455642,12000,8000,1,0,1,789,293,624,334404967,540878604,0,7,246,0.0,262.0,566.0,0.0,1.0,5.1,12.6,0,3.63G,1.87G,319k,953k,28,rs0,PRI,35:50.4,3,14,74,0,0,0,246,4464.0,16176.0,11712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2019-11-26T11:35:47Z,246,0.0,0.0,816.0,0.0,1.0,8.6,18.5,0,4.40G,2.65G,2.38k,270k,10,rs0,SEC,06:19.9,2,0,4,0,0,5,246,0.0,9926.0,9926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:20:02Z
16,4,1,80,0,6852k,4564k,77k,258k,0,0,4658,5564,11:34:39.194867713,13000,9000,1,0,1,789,293,626,335131026,542345588,0,0,247,0.0,270.0,654.0,0.0,2.0,5.1,12.7,0,3.64G,1.88G,356k,1.32m,28,rs0,PRI,35:51.4,4,13,70,0,0,0,247,2491.0,5922.0,3430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:35:48Z,247,0.0,0.0,478.0,0.0,2.0,8.7,18.6,0,4.41G,2.67G,3.83k,160k,10,rs0,SEC,06:22.3,3,0,5,0,0,12,247,0.0,14352.0,14352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:20:03Z
17,4,0,79,0,7652k,772k,99k,281k,0,0,4563,5107,11:34:40.104024977,10000,6000,7,7,1,789,293,629,336835830,545155597,0,0,248,0.0,160.0,390.0,107.0,2.0,5.0,12.8,0,3.65G,1.89G,216k,698k,28,rs0,PRI,35:52.4,7,10,67,0,0,0,248,3311.0,25916.0,22605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2019-11-26T11:35:49Z,248,0.0,0.0,603.0,0.0,2.0,8.8,18.6,0,4.44G,2.68G,4.04k,209k,10,rs0,SEC,06:24.0,2,0,6,0,0,13,248,0.0,15322.0,15322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:20:04Z
12,3,0,85,0,7720k,1484k,84k,246k,0,0,3996,4915,11:34:41.097820672,11000,6000,7,11,1,789,293,632,339236565,548951604,0,0,249,0.0,218.0,566.0,0.0,1.0,5.1,12.8,0,3.66G,1.90G,304k,857k,28,rs0,PRI,35:53.4,7,10,74,0,0,0,249,3058.0,7324.0,4265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T11:35:50Z,249,0.0,0.0,120043.0,0.0,1045.0,8.9,18.7,0,4.44G,2.68G,1.01m,52.4m,10,rs0,SEC,06:24.0,1,0,1463,0,0,0,249,0.0,10649.0,10649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:20:05Z
16,4,0,80,0,7528k,1628k,78k,305k,0,0,4714,5378,11:34:42.606960286,12000,7000,5,11,1,789,293,634,341036299,552181466,0,0,250,0.0,259.0,624.0,0.0,2.0,5.1,12.9,0,3.67G,1.91G,340k,1.19m,28,rs0,PRI,35:54.4,1,0,71,0,0,16,250,1302.0,13892.0,12589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2019-11-26T11:35:51Z,250,0.0,0.0,365.0,0.0,4.0,8.9,18.7,0,4.44G,2.68G,6.85k,200k,10,rs0,SEC,06:24.4,1,0,8,0,0,0,250,0.0,13070.0,13070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T18:20:06Z
16,4,0,81,0,8080k,328k,99k,338k,0,0,4595,5105,11:34:43.516992940,13000,8000,7,14,1,789,293,639,344383996,557028497,0,0,251,0.0,98.0,237.0,0.0,2.0,5.1,13.0,0,3.67G,1.92G,138k,662k,28,rs0,PRI,35:55.4,7,10,72,0,0,0,251,5439.0,15717.0,10277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2019-11-26T11:35:52Z,251,0.0,0.0,180.0,0.0,0.0,9.0,18.8,0,4.44G,2.69G,740b,17.1k,10,rs0,SEC,06:26.7,3,0,1,0,0,15,251,0.0,15150.0,15150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T18:20:07Z
