insert,query,update,delete,getmore,command,dirty,used,flushes,vsize,res,qrw,arw,net_in,net_out,conn,set,repl,time
*0,*0,*0,*0,0,2|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,1.83k,36.4k,8,rs0,SEC,Nov,27,01:59:11.433
*0,*0,*0,*0,0,2|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,523b,35.4k,8,rs0,SEC,Nov,27,01:59:12.433
*0,*0,*0,*0,0,2|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,523b,35.5k,8,rs0,SEC,Nov,27,01:59:13.431
*0,*0,*0,*0,0,2|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,523b,35.4k,8,rs0,SEC,Nov,27,01:59:14.431
*0,*0,*0,*0,0,1|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,522b,35.4k,8,rs0,SEC,Nov,27,01:59:15.432
*0,*0,*0,*0,2,4|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,3.15k,37.7k,8,rs0,SEC,Nov,27,01:59:16.431
*0,*0,*0,*0,0,1|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,522b,35.4k,8,rs0,SEC,Nov,27,01:59:17.431
*0,*0,*0,*0,0,1|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,522b,35.4k,8,rs0,SEC,Nov,27,01:59:18.431
*0,*0,*0,*0,0,2|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,523b,35.5k,8,rs0,SEC,Nov,27,01:59:19.431
*0,*0,*0,*0,0,2|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,580b,36.1k,8,rs0,SEC,Nov,27,01:59:20.432
*0,*0,*0,*0,1,3|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,1.84k,36.5k,8,rs0,SEC,Nov,27,01:59:21.431
*0,*0,*0,*0,0,2|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,523b,35.4k,8,rs0,SEC,Nov,27,01:59:22.431
*0,*0,*0,*0,0,7|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,1.69k,41.6k,10,rs0,SEC,Nov,27,01:59:23.431
*0,*0,*0,*0,0,2|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,758b,38.6k,10,rs0,SEC,Nov,27,01:59:24.433
*0,*0,*0,*0,0,3|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,761b,38.8k,10,rs0,SEC,Nov,27,01:59:25.431
*0,*0,*0,*0,1,4|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,3.38k,40.9k,10,rs0,SEC,Nov,27,01:59:26.431
*0,*0,*0,*0,0,3|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,760b,38.7k,10,rs0,SEC,Nov,27,01:59:27.431
*0,*0,*0,*0,0,3|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,760b,38.7k,10,rs0,SEC,Nov,27,01:59:28.431
*0,*0,*0,*0,0,3|0,0.0%,0.7%,0,1.99G,210M,0|0,1|0,760b,38.7k,10,rs0,SEC,Nov,27,01:59:29.430
