,insert,query,update,delete,getmore,dirty,used,flushes,vsize,res,net_in,net_out,conn,set,repl,time,arwa,arwb,cmda,cmdb,qrwa,qrwb
0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,10.8k,501k,8,rs0,PRI,31:44.4,1,0,72,0,0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,10.2k,427k,8,rs0,PRI,31:45.4,1,0,65,0,0,0
2,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,1.99G,254M,16.1k,443k,8,rs0,PRI,31:46.4,1,0,80,0,0,0
3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,10.9k,465k,8,rs0,PRI,31:47.4,1,0,70,0,0,0
4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,10.4k,463k,8,rs0,PRI,31:48.4,1,0,68,0,0,0
5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,10.9k,465k,8,rs0,PRI,31:49.4,1,0,71,0,0,0
6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,10.4k,464k,8,rs0,PRI,31:50.4,1,0,69,0,0,0
7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,13.2k,466k,8,rs0,PRI,31:51.4,1,0,73,0,0,0
8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.1k,501k,8,rs0,PRI,31:52.4,1,0,74,0,0,0
9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.0k,466k,8,rs0,PRI,31:53.4,1,0,72,0,0,0
10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,10.1k,428k,9,rs0,PRI,31:54.4,1,0,66,0,0,0
11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,10.5k,463k,8,rs0,PRI,31:55.4,1,0,68,0,0,0
12,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0,1.99G,254M,16.2k,468k,8,rs0,PRI,31:56.4,1,0,74,0,0,0
13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.1k,433k,8,rs0,PRI,31:57.4,1,0,71,0,0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.0k,434k,9,rs0,PRI,31:58.4,1,0,72,0,0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.2k,501k,8,rs0,PRI,31:59.4,1,0,73,0,0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.1k,501k,8,rs0,PRI,32:00.4,1,0,74,0,0,0
17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.99G,254M,13.9k,505k,8,rs0,PRI,32:01.4,1,0,79,0,0,0
18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.1k,500k,8,rs0,PRI,32:02.4,1,0,73,0,0,0
19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.7k,504k,8,rs0,PRI,32:03.4,1,0,77,0,0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,9.63k,425k,8,rs0,PRI,32:04.4,1,0,63,0,0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,12.1k,441k,8,rs0,PRI,32:05.4,1,0,78,0,0,0
22,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.99G,254M,15.6k,504k,8,rs0,PRI,32:06.4,1,0,77,0,0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.6k,503k,8,rs0,PRI,32:07.4,1,0,76,0,0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.1k,501k,8,rs0,PRI,32:08.4,1,0,73,0,0,0
25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.6k,502k,8,rs0,PRI,32:09.4,1,0,75,0,0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,10.4k,464k,8,rs0,PRI,32:10.4,1,0,69,0,0,0
27,0.0,26.0,62.0,0.0,25.0,0.0,1.0,0,2.00G,254M,92.1k,580k,25,rs0,PRI,32:11.4,4,10,156,0,0,0
28,0.0,117.0,291.0,0.0,28.0,0.1,1.1,0,2.00G,266M,189k,668k,25,rs0,PRI,32:12.4,4,13,83,0,0,0
29,0.0,95.0,235.0,0.0,6.0,0.1,1.1,0,2.01G,277M,140k,631k,25,rs0,PRI,32:13.4,9,8,73,0,0,0
30,0.0,81.0,187.0,0.0,3.0,0.1,1.2,0,2.04G,286M,114k,625k,25,rs0,PRI,32:14.4,9,8,67,0,0,0
31,0.0,68.0,205.0,0.0,4.0,0.2,1.3,0,2.04G,295M,120k,584k,25,rs0,PRI,32:15.4,4,13,71,0,0,0
32,0.0,86.0,199.0,0.0,3.0,0.2,1.3,0,2.04G,303M,120k,603k,25,rs0,PRI,32:16.4,7,10,68,0,0,0
33,0.0,80.0,210.0,0.0,3.0,0.2,1.4,0,2.04G,311M,125k,614k,25,rs0,PRI,32:17.4,6,11,71,0,0,0
34,0.0,73.0,167.0,0.0,2.0,0.3,1.4,0,2.05G,318M,99.0k,564k,25,rs0,PRI,32:18.4,7,10,64,0,0,0
35,0.0,95.0,216.0,0.0,4.0,0.3,1.5,0,2.06G,327M,130k,622k,25,rs0,PRI,32:19.4,7,10,70,0,0,0
36,0.0,72.0,190.0,0.0,3.0,0.3,1.5,0,2.07G,335M,110k,621k,25,rs0,PRI,32:20.4,5,12,66,0,0,0
37,0.0,93.0,189.0,0.0,2.0,0.4,1.6,0,2.07G,342M,119k,627k,26,rs0,PRI,32:21.4,2,3,70,0,0,11
38,0.0,39.0,82.0,0.0,5.0,0.4,1.6,0,2.08G,346M,58.4k,436k,25,rs0,PRI,32:22.4,5,12,59,0,0,0
39,0.0,66.0,181.0,0.0,4.0,0.4,1.7,0,2.08G,352M,103k,460k,25,rs0,PRI,32:23.4,3,14,54,0,0,0
40,0.0,44.0,91.0,0.0,2.0,0.4,1.7,0,2.09G,358M,62.0k,490k,26,rs0,PRI,32:24.4,5,9,59,0,0,3
41,0.0,35.0,69.0,0.0,3.0,0.4,1.7,0,2.09G,361M,49.2k,390k,25,rs0,PRI,32:25.4,5,12,54,0,0,0
42,0.0,30.0,75.0,0.0,5.0,0.4,1.7,0,2.09G,364M,57.2k,450k,26,rs0,PRI,32:26.4,7,10,59,0,0,0
43,0.0,57.0,122.0,0.0,1.0,0.5,1.8,0,2.10G,370M,75.5k,503k,25,rs0,PRI,32:27.4,6,11,61,0,0,0
44,0.0,68.0,192.0,0.0,3.0,0.5,1.8,0,2.11G,377M,107k,609k,25,rs0,PRI,32:28.4,8,9,64,0,0,0
45,0.0,94.0,215.0,0.0,4.0,0.5,1.9,0,2.11G,385M,131k,623k,25,rs0,PRI,32:29.4,6,11,82,0,0,0
46,0.0,84.0,200.0,0.0,2.0,0.6,1.9,0,2.12G,393M,119k,672k,25,rs0,PRI,32:30.4,4,13,70,0,0,0
47,0.0,110.0,289.0,0.0,4.0,0.6,2.0,0,2.13G,404M,165k,705k,25,rs0,PRI,32:31.4,4,13,77,0,0,0
48,0.0,79.0,167.0,0.0,2.0,0.6,2.1,0,2.14G,411M,107k,632k,25,rs0,PRI,32:32.4,5,12,73,0,0,0
49,0.0,85.0,177.0,0.0,4.0,0.7,2.1,1,2.15G,418M,110k,639k,26,rs0,PRI,32:33.4,6,11,75,0,0,0
50,0.0,100.0,267.0,0.0,3.0,0.2,2.2,0,2.16G,432M,152k,727k,25,rs0,PRI,32:34.4,2,2,76,0,0,13
51,0.0,43.0,98.0,0.0,4.0,0.2,2.2,0,2.16G,435M,68.1k,550k,25,rs0,PRI,32:35.4,12,5,75,0,0,0
52,0.0,104.0,233.0,0.0,0.0,0.3,2.3,0,2.17G,444M,137k,624k,25,rs0,PRI,32:36.4,3,1,70,0,0,13
53,0.0,48.0,119.0,0.0,3.0,0.3,2.3,0,2.18G,447M,76.4k,670k,25,rs0,PRI,32:37.4,5,12,78,0,0,0
54,0.0,71.0,194.0,0.0,0.0,0.3,2.3,0,2.18G,455M,111k,559k,25,rs0,PRI,32:38.4,2,15,65,0,0,0
