ns,total,read,write,time
local.oplog.rs,4ms,4ms,0ms,2019-11-27T14:04:34Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:34Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:34Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:34Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:34Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:34Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:34Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:34Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:34Z
ycsb.usertable,16760ms,68ms,16692ms,2019-11-27T14:04:35Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T14:04:35Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:35Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:35Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:35Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:35Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:35Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:35Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:35Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:35Z
ycsb.usertable,14981ms,174ms,14807ms,2019-11-27T14:04:36Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T14:04:36Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:36Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:36Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:36Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:36Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:36Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:36Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:36Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:36Z
ycsb.usertable,26350ms,3176ms,23173ms,2019-11-27T14:04:38Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T14:04:38Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:38Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:38Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:38Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:38Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:38Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:38Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:38Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:38Z
ycsb.usertable,7293ms,288ms,7004ms,2019-11-27T14:04:39Z
local.oplog.rs,36ms,36ms,0ms,2019-11-27T14:04:39Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:39Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:39Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:39Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:39Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:39Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:39Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:39Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:39Z
ycsb.usertable,23287ms,2752ms,20535ms,2019-11-27T14:04:40Z
local.oplog.rs,39ms,39ms,0ms,2019-11-27T14:04:40Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:40Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:40Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:40Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:40Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:40Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:40Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:40Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:40Z
ycsb.usertable,21001ms,3592ms,17409ms,2019-11-27T14:04:41Z
local.oplog.rs,60ms,60ms,0ms,2019-11-27T14:04:41Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:41Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:41Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:41Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:41Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:41Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:41Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:41Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:41Z
ycsb.usertable,14219ms,4339ms,9880ms,2019-11-27T14:04:42Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T14:04:42Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:42Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:42Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:42Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:42Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:42Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:42Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:42Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:42Z
ycsb.usertable,24062ms,5220ms,18841ms,2019-11-27T14:04:43Z
local.oplog.rs,71ms,71ms,0ms,2019-11-27T14:04:43Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:43Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:43Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:43Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:43Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:43Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:43Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:43Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:43Z
ycsb.usertable,15418ms,4118ms,11300ms,2019-11-27T14:04:44Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T14:04:44Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:44Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:44Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:44Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:44Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:44Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:44Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:44Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:44Z
ycsb.usertable,11533ms,3988ms,7544ms,2019-11-27T14:04:45Z
local.oplog.rs,128ms,128ms,0ms,2019-11-27T14:04:45Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:45Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:45Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:45Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:45Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:45Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:45Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:45Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:45Z
ycsb.usertable,14744ms,300ms,14444ms,2019-11-27T14:04:46Z
local.oplog.rs,39ms,39ms,0ms,2019-11-27T14:04:46Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:46Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:46Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:46Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:46Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:46Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:46Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:46Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:46Z
ycsb.usertable,16602ms,2ms,16599ms,2019-11-27T14:04:47Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T14:04:47Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:47Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:47Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:47Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:47Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:47Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:47Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:47Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:47Z
ycsb.usertable,14989ms,485ms,14503ms,2019-11-27T14:04:48Z
local.oplog.rs,5ms,5ms,0ms,2019-11-27T14:04:48Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:48Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:48Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:48Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:48Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:48Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:48Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:48Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:48Z
ycsb.usertable,17085ms,165ms,16919ms,2019-11-27T14:04:49Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T14:04:49Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:49Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:49Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:49Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:49Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:49Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:49Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:49Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:49Z
ycsb.usertable,16030ms,245ms,15784ms,2019-11-27T14:04:50Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T14:04:50Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:50Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:50Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:50Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:50Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:50Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:50Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:50Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:50Z
ycsb.usertable,17110ms,608ms,16501ms,2019-11-27T14:04:51Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T14:04:51Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:51Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:51Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:51Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:51Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:51Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:51Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:51Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:51Z
ycsb.usertable,15206ms,3894ms,11312ms,2019-11-27T14:04:52Z
local.oplog.rs,38ms,38ms,0ms,2019-11-27T14:04:52Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:52Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:52Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:52Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:52Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:52Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:52Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:52Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:52Z
ycsb.usertable,15168ms,127ms,15041ms,2019-11-27T14:04:53Z
local.oplog.rs,5ms,5ms,0ms,2019-11-27T14:04:53Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:53Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:53Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:53Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:53Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:53Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:53Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:53Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:53Z
ycsb.usertable,13835ms,2ms,13833ms,2019-11-27T14:04:54Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T14:04:54Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:54Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:54Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:54Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:54Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:54Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:54Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:54Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:54Z
ycsb.usertable,17066ms,135ms,16930ms,2019-11-27T14:04:55Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T14:04:55Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:55Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:55Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:55Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:55Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:55Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:55Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:55Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:55Z
ycsb.usertable,15835ms,5ms,15830ms,2019-11-27T14:04:56Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T14:04:56Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:56Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:56Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:56Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:56Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:56Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:56Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:56Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:56Z
ycsb.usertable,20191ms,1729ms,18462ms,2019-11-27T14:04:57Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T14:04:57Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:57Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:57Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:57Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:57Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:57Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:57Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:57Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:57Z
ycsb.usertable,12550ms,468ms,12081ms,2019-11-27T14:04:59Z
local.oplog.rs,24ms,24ms,0ms,2019-11-27T14:04:59Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:04:59Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:04:59Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:04:59Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:04:59Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:04:59Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:04:59Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:04:59Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:04:59Z
ycsb.usertable,15198ms,269ms,14929ms,2019-11-27T14:05:00Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T14:05:00Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:00Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:00Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:00Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:00Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:00Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:00Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:00Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:00Z
ycsb.usertable,17083ms,416ms,16666ms,2019-11-27T14:05:01Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T14:05:01Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:01Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:01Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:01Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:01Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:01Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:01Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:01Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:01Z
ycsb.usertable,14928ms,121ms,14806ms,2019-11-27T14:05:02Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T14:05:02Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:02Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:02Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:02Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:02Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:02Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:02Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:02Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:02Z
ycsb.usertable,16935ms,404ms,16531ms,2019-11-27T14:05:03Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T14:05:03Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:03Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:03Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:03Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:03Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:03Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:03Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:03Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:03Z
ycsb.usertable,14189ms,485ms,13703ms,2019-11-27T14:05:04Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T14:05:04Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:04Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:04Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:04Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:04Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:04Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:04Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:04Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:04Z
ycsb.usertable,17456ms,149ms,17307ms,2019-11-27T14:05:05Z
local.oplog.rs,5ms,5ms,0ms,2019-11-27T14:05:05Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:05Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:05Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:05Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:05Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:05Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:05Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:05Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:05Z
ycsb.usertable,22271ms,2101ms,20169ms,2019-11-27T14:05:06Z
local.oplog.rs,26ms,26ms,0ms,2019-11-27T14:05:06Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:06Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:06Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:06Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:06Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:06Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:06Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:06Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:06Z
ycsb.usertable,9301ms,2ms,9298ms,2019-11-27T14:05:07Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T14:05:07Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:07Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:07Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:07Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:07Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:07Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:07Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:07Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:07Z
ycsb.usertable,14963ms,2ms,14960ms,2019-11-27T14:05:08Z
local.oplog.rs,5ms,5ms,0ms,2019-11-27T14:05:08Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:08Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:08Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:08Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:08Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:08Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:08Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:08Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:08Z
ycsb.usertable,16943ms,25ms,16917ms,2019-11-27T14:05:09Z
local.oplog.rs,9ms,9ms,0ms,2019-11-27T14:05:09Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:09Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:09Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:09Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:09Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:09Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:09Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:09Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:09Z
ycsb.usertable,23443ms,3393ms,20049ms,2019-11-27T14:05:10Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T14:05:10Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:10Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:10Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:10Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:10Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:10Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:10Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:10Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:10Z
ycsb.usertable,8292ms,54ms,8238ms,2019-11-27T14:05:11Z
local.oplog.rs,27ms,27ms,0ms,2019-11-27T14:05:11Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:11Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:11Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:11Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:11Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:11Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:11Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:11Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:11Z
ycsb.usertable,15956ms,66ms,15889ms,2019-11-27T14:05:12Z
local.oplog.rs,5ms,5ms,0ms,2019-11-27T14:05:12Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:12Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:12Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:12Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:12Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:12Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:12Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:12Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:12Z
ycsb.usertable,33262ms,2275ms,30986ms,2019-11-27T14:05:13Z
local.oplog.rs,26ms,26ms,0ms,2019-11-27T14:05:13Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:13Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:13Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:13Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:13Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:13Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:13Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:13Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:13Z
ycsb.usertable,13990ms,3484ms,10506ms,2019-11-27T14:05:14Z
local.oplog.rs,27ms,27ms,0ms,2019-11-27T14:05:14Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:14Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:14Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:14Z
admin.system.version,0ms,0ms,0ms,2019-11-27T14:05:14Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T14:05:14Z
config.transactions,0ms,0ms,0ms,2019-11-27T14:05:14Z
local.replset.election,0ms,0ms,0ms,2019-11-27T14:05:14Z
local.system.replset,0ms,0ms,0ms,2019-11-27T14:05:14Z
ycsb.usertable,17638ms,588ms,17050ms,2019-11-27T14:05:15Z
local.oplog.rs,5ms,5ms,0ms,2019-11-27T14:05:15Z
admin.$cmd.aggregate,0ms,0ms,0ms,2019-11-27T14:05:15Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T14:05:15Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T14:05:15Z
