15800.0,2000
6600.0,0
6600.0,1000
13000.0,2000
2636.3636363636365,3000
14111.111111111111,15000
10333.333333333334,35000
4615.384615384615,6000
13538.461538461539,3000
14428.57142857143,7000
7200.0,8000
4428.571428571428,1000
11222.222222222223,9000
5428.571428571428,4000
6076.923076923077,38000
7333.333333333333,6000
5700.0,5000
3200.0,1000
5307.692307692308,10000
7928.571428571428,1000
3700.0,2000
6600.0,14000
7625.0,6000
11789.473684210527,3000
12333.333333333334,9000
17588.235294117647,10000
3533.3333333333335,12000
4235.294117647059,2000
6363.636363636364,8000
6600.0,2000
7500.0,4000
10900.0,2000
5428.571428571428,4000
3777.777777777778,11000
17588.235294117647,2000
15800.0,3000
10666.666666666666,5000
9812.5,11000
24250.0,3000
10000.0,5000
9133.333333333334,11000
12333.333333333334,5000
22210.526315789473,6000
3727.2727272727275,7000
11789.473684210527,9000
6000.0,2000
7200.0,1000
11222.222222222223,15000
9857.142857142857,3000
17583.333333333332,12000
8642.857142857143,23000
3750.0,40000
11933.333333333334,3000
13666.666666666666,11000
12571.42857142857,12000
5111.111111111111,14000
14428.57142857143,1000
19200.0,18000
4538.461538461538,6000
5428.571428571428,2000
7625.0,8000
8937.5,2000
6000.0,3000
8642.857142857143,19000
17583.333333333332,10000
4466.666666666667,5000
3125.0,7000
12571.42857142857,3000
11933.333333333334,17000
5500.0,7000
5857.142857142857,5000
6571.428571428572,1000
5300.0,3000
12789.473684210527,5000
3750.0,5000
9333.333333333334,18000
7875.0,2000
4533.333333333333,9000
6722.222222222223,6000
8230.76923076923,15000
8750.0,9000
6722.222222222223,6000
7909.090909090909,8000
8666.666666666666,11000
5428.571428571428,3000
11538.461538461539,3000
10769.23076923077,12000
3266.6666666666665,6000
4235.294117647059,5000
11722.222222222223,3000
17214.285714285714,18000
4230.7692307692305,2000
6812.5,5000
5600.0,8000
10769.23076923077,4000
9769.23076923077,12000
11538.461538461539,3000
5400.0,7000
9777.777777777777,12000
8937.5,5000
6250.0,30000
3750.0,1000
5578.9473684210525,3000
4555.555555555556,3000
7928.571428571428,6000
2000.0,2000
22210.526315789473,15000
12500.0,14000
5600.0,5000
11400.0,2000
13000.0,8000
12200.0,11000
13333.333333333334,6000
10100.0,5000
3846.153846153846,4000
4666.666666666667,6000
11722.222222222223,12000
8937.5,5000
5111.111111111111,2000
3266.6666666666665,9000
5578.9473684210525,19000
4533.333333333333,7000
11400.0,3000
4466.666666666667,10000
3777.777777777778,3000
6000.0,21000
5857.142857142857,2000
4333.333333333333,5000
3454.5454545454545,1000
6125.0,7000
7272.727272727273,2000
9133.333333333334,9000
4538.461538461538,5000
4466.666666666667,8000
5700.0,8000
3111.1111111111113,2000
5200.0,2000
6578.9473684210525,14000
2142.8571428571427,9000
8125.0,16000
6250.0,15000
9571.42857142857,5000
9500.0,16000
4538.461538461538,8000
6900.0,6000
2636.3636363636365,3000
4000.0,33000
4230.7692307692305,4000
8705.882352941177,6000
19166.666666666668,19000
4466.666666666667,11000
4466.666666666667,9000
14600.0,10000
4300.0,6000
9812.5,7000
3111.1111111111113,7000
3111.1111111111113,2000
22210.526315789473,3000
5416.666666666667,0
9777.777777777777,6000
5428.571428571428,2000
19166.666666666668,5000
3076.923076923077,3000
4538.461538461538,5000
5416.666666666667,3000
4533.333333333333,9000
6363.636363636364,29000
6571.428571428572,4000
3846.153846153846,1000
7928.571428571428,1000
5700.0,7000
6722.222222222223,7000
4769.2307692307695,6000
4615.384615384615,2000
7333.333333333333,3000
11555.555555555555,7000
11230.76923076923,2000
7000.0,12000
8230.76923076923,2000
22210.526315789473,11000
12700.0,10000
11538.461538461539,9000
16750.0,8000
4571.428571428572,7000
4157.894736842105,6000
5300.0,9000
7000.0,12000
10000.0,7000
14600.0,15000
4235.294117647059,2000
12571.42857142857,12000
13666.666666666666,7000
8105.263157894737,5000
8642.857142857143,17000
9769.23076923077,3000
12700.0,9000
17583.333333333332,7000
8125.0,6000
9187.5,7000
10333.333333333334,3000
11400.0,4000
4000.0,13000
4666.666666666667,2000
11538.461538461539,3000
5400.0,4000
4300.0,1000
3700.0,18000
6812.5,6000
8176.470588235294,5000
8250.0,3000
17583.333333333332,8000
7428.571428571428,11000
12571.42857142857,2000
2000.0,14000
4090.909090909091,2000
7545.454545454545,14000
13777.777777777777,9000
6722.222222222223,2000
11722.222222222223,11000
7272.727272727273,45000
4090.909090909091,3000
10000.0,6000
5500.0,9000
