usr,sys,idl,wai,stl,read,writ,recv,send,in,out,int,csw,
17,6,1,76,0,11M,1264k,342k,495k,0,0,5686,6240
19,8,0,73,0,12M,1696k,305k,497k,0,0,5500,5846
17,6,1,76,0,11M,1676k,279k,439k,0,0,4944,5127
19,8,0,73,0,11M,1064k,269k,496k,0,0,5525,6146
17,5,0,77,0,11M,508k,260k,448k,0,0,5622,6288
18,6,1,74,0,11M,1540k,260k,459k,0,0,5359,5821
18,7,2,73,0,11M,1936k,284k,448k,0,0,5231,5677
16,5,0,79,0,12M,428k,212k,481k,0,0,5031,5532
19,8,1,72,0,12M,408k,254k,472k,0,0,5785,6691
17,7,0,76,0,11M,2416k,287k,422k,0,0,5166,5620
18,6,0,76,0,11M,568k,326k,508k,0,0,5769,6374
18,8,0,75,0,11M,1844k,295k,535k,0,0,5543,6007
13,6,1,80,0,12M,844k,273k,408k,0,0,4550,4852
16,7,0,78,0,11M,936k,117k,305k,0,0,4366,4719
19,8,0,73,0,11M,1468k,309k,441k,0,0,5212,5737
13,5,0,82,0,12M,776k,261k,500k,0,0,4923,5351
17,8,0,75,0,12M,368k,236k,473k,0,0,5410,5995
19,8,7,66,0,11M,764k,201k,404k,0,0,6538,8313
19,6,2,73,0,9528k,12M,89k,205k,0,0,4126,4742
18,6,2,73,0,11M,440k,247k,433k,0,0,5452,6179
18,7,1,74,0,13M,2252k,276k,464k,0,0,5249,5634
19,6,0,75,0,12M,908k,320k,528k,0,0,5644,5955
19,7,3,71,0,12M,716k,244k,441k,0,0,5407,6305
18,6,4,72,0,12M,496k,269k,492k,0,0,5165,5610
17,6,0,77,0,12M,628k,293k,497k,0,0,5739,6981
9,4,2,85,0,12M,1356k,203k,335k,0,0,3850,4842
19,7,1,74,0,12M,1168k,286k,478k,0,0,5271,5757
18,6,2,73,0,11M,512k,321k,464k,0,0,5504,6098
17,6,1,75,0,12M,380k,301k,527k,0,0,5440,5796
19,7,2,72,0,11M,1520k,352k,521k,0,0,5577,6039
17,7,0,76,0,12M,728k,262k,493k,0,0,5321,5724
17,8,0,75,0,12M,1868k,265k,410k,0,0,4956,5519
