,insert,query,update,delete,getmore,dirty,used,flushes,vsize,res,net_in,net_out,conn,set,repl,time,arwa,arwb,cmda,cmdb,qrwa,qrwb
0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.96G,190M,558b,38.9k,10,rs0,SEC,47:46.1,1,0,3,0,0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.96G,190M,1.08k,40.0k,10,rs0,SEC,47:47.1,1,0,4,0,0,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.96G,190M,500b,38.2k,10,rs0,SEC,47:48.1,1,0,2,0,0,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.96G,190M,1.02k,39.3k,10,rs0,SEC,47:49.1,1,0,3,0,0,0
4,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0,1.96G,190M,3.13k,40.4k,10,rs0,SEC,47:50.1,1,0,4,0,0,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.96G,190M,1.02k,39.4k,10,rs0,SEC,47:51.1,1,0,4,0,0,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.96G,190M,500b,38.2k,10,rs0,SEC,47:52.1,1,0,2,0,0,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.96G,190M,1.08k,40.1k,10,rs0,SEC,47:53.1,1,0,5,0,0,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.96G,190M,499b,38.1k,10,rs0,SEC,47:54.1,1,0,1,0,0,0
9,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0,1.96G,190M,2.40k,41.2k,10,rs0,SEC,47:55.1,1,0,6,0,0,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.96G,190M,499b,38.1k,10,rs0,SEC,47:56.1,1,0,1,0,0,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.96G,190M,1.08k,40.1k,10,rs0,SEC,47:57.1,1,0,5,0,0,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.96G,190M,499b,38.1k,10,rs0,SEC,47:58.1,1,0,1,0,0,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1.96G,190M,1.02k,39.4k,10,rs0,SEC,47:59.1,1,0,4,0,0,0
14,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0,1.96G,190M,4.07k,40.8k,10,rs0,SEC,48:00.1,1,0,5,0,0,0
