ns,total,read,write,time
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:39Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:39Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:39Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:39Z
ycsb.usertable,92ms,0ms,92ms,2019-11-27T13:25:40Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:40Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:40Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:40Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:40Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:40Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:40Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:40Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:40Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:25:41Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:41Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:41Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:41Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:41Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:41Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:41Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:41Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:25:41Z
ycsb.usertable,4562ms,0ms,4562ms,2019-11-27T13:25:42Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:25:42Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:42Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:42Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:42Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:42Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:42Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:42Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:42Z
ycsb.usertable,2027ms,0ms,2027ms,2019-11-27T13:25:43Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T13:25:43Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:43Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:43Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:43Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:43Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:43Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:43Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:43Z
ycsb.usertable,1111ms,0ms,1111ms,2019-11-27T13:25:44Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:44Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:44Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:44Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:44Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:44Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:44Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:44Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:44Z
ycsb.usertable,846ms,0ms,846ms,2019-11-27T13:25:45Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:45Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:45Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:45Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:45Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:45Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:45Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:45Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:45Z
ycsb.usertable,1190ms,0ms,1190ms,2019-11-27T13:25:46Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:46Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:46Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:46Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:46Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:46Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:46Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:46Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:46Z
ycsb.usertable,925ms,0ms,925ms,2019-11-27T13:25:47Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:47Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:47Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:47Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:47Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:47Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:47Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:47Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:47Z
ycsb.usertable,1795ms,0ms,1795ms,2019-11-27T13:25:48Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:48Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:48Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:48Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:48Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:48Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:48Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:48Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:48Z
ycsb.usertable,886ms,0ms,886ms,2019-11-27T13:25:49Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:49Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:49Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:49Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:49Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:49Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:49Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:49Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:49Z
ycsb.usertable,1068ms,0ms,1068ms,2019-11-27T13:25:50Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:50Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:50Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:50Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:50Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:50Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:50Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:50Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:50Z
ycsb.usertable,3339ms,0ms,3339ms,2019-11-27T13:25:51Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:51Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:51Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:51Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:51Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:51Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:51Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:51Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:51Z
ycsb.usertable,1101ms,0ms,1101ms,2019-11-27T13:25:52Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:52Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:52Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:52Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:52Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:52Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:52Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:52Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:52Z
ycsb.usertable,1196ms,0ms,1196ms,2019-11-27T13:25:53Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T13:25:53Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:53Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:53Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:53Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:53Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:53Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:53Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:53Z
ycsb.usertable,866ms,0ms,866ms,2019-11-27T13:25:54Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:54Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:54Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:54Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:54Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:54Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:54Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:54Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:54Z
ycsb.usertable,1380ms,0ms,1380ms,2019-11-27T13:25:55Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:55Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:55Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:55Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:55Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:55Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:55Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:55Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:55Z
ycsb.usertable,1400ms,0ms,1400ms,2019-11-27T13:25:56Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:25:56Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:56Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:56Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:56Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:56Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:56Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:56Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:56Z
ycsb.usertable,2898ms,0ms,2898ms,2019-11-27T13:25:57Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:57Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:57Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:57Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:57Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:57Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:57Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:57Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:57Z
ycsb.usertable,3136ms,0ms,3136ms,2019-11-27T13:25:58Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:58Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:58Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:58Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:58Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:58Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:58Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:58Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:58Z
ycsb.usertable,1258ms,0ms,1258ms,2019-11-27T13:25:59Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:25:59Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:25:59Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:25:59Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:25:59Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:25:59Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:25:59Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:25:59Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:25:59Z
ycsb.usertable,3496ms,0ms,3496ms,2019-11-27T13:26:00Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:00Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:00Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:00Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:00Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:00Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:00Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:00Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:00Z
ycsb.usertable,577ms,0ms,577ms,2019-11-27T13:26:01Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:01Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:01Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:01Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:01Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:01Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:01Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:01Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:01Z
ycsb.usertable,1316ms,0ms,1316ms,2019-11-27T13:26:02Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:02Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:02Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:02Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:02Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:02Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:02Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:02Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:02Z
ycsb.usertable,2237ms,0ms,2237ms,2019-11-27T13:26:03Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:03Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:03Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:03Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:03Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:03Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:03Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:03Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:03Z
ycsb.usertable,722ms,0ms,722ms,2019-11-27T13:26:04Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:26:04Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:04Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:04Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:04Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:04Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:04Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:04Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:04Z
ycsb.usertable,1324ms,0ms,1324ms,2019-11-27T13:26:05Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:26:05Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:05Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:05Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:05Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:05Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:05Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:05Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:05Z
ycsb.usertable,93ms,0ms,93ms,2019-11-27T13:26:06Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:06Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:06Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:06Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:06Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:06Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:06Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:06Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:06Z
ycsb.usertable,895ms,0ms,895ms,2019-11-27T13:26:07Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:07Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:07Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:07Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:07Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:07Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:07Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:07Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:07Z
ycsb.usertable,363ms,0ms,363ms,2019-11-27T13:26:08Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:08Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:08Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:08Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:08Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:08Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:08Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:08Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:08Z
ycsb.usertable,657ms,0ms,657ms,2019-11-27T13:26:09Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:26:09Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:09Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:09Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:09Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:09Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:09Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:09Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:09Z
ycsb.usertable,2032ms,0ms,2032ms,2019-11-27T13:26:10Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:10Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:10Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:10Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:10Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:10Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:10Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:10Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:10Z
ycsb.usertable,1402ms,0ms,1402ms,2019-11-27T13:26:11Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:26:11Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:11Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:11Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:11Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:11Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:11Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:11Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:11Z
ycsb.usertable,2747ms,0ms,2747ms,2019-11-27T13:26:12Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:12Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:12Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:12Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:12Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:12Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:12Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:12Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:12Z
ycsb.usertable,1455ms,0ms,1455ms,2019-11-27T13:26:13Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:13Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:13Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:13Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:13Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:13Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:13Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:13Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:13Z
ycsb.usertable,1627ms,0ms,1627ms,2019-11-27T13:26:14Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:26:14Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:14Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:14Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:14Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:14Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:14Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:14Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:14Z
ycsb.usertable,2354ms,0ms,2354ms,2019-11-27T13:26:15Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:15Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:15Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:15Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:15Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:15Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:15Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:15Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:15Z
ycsb.usertable,1171ms,0ms,1171ms,2019-11-27T13:26:16Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:16Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:16Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:16Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:16Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:16Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:16Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:16Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:16Z
ycsb.usertable,1253ms,0ms,1253ms,2019-11-27T13:26:17Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:17Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:17Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:17Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:17Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:17Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:17Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:17Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:17Z
ycsb.usertable,934ms,0ms,934ms,2019-11-27T13:26:18Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:26:18Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:18Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:18Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:18Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:18Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:18Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:18Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:18Z
ycsb.usertable,2892ms,0ms,2892ms,2019-11-27T13:26:19Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T13:26:19Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:19Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:19Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:19Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:19Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:19Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:19Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:19Z
ycsb.usertable,1891ms,0ms,1891ms,2019-11-27T13:26:20Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:20Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:20Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:20Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:20Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:20Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:20Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:20Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:20Z
ycsb.usertable,2550ms,0ms,2550ms,2019-11-27T13:26:21Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:26:21Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:21Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:21Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:21Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:21Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:21Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:21Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:21Z
ycsb.usertable,1913ms,0ms,1913ms,2019-11-27T13:26:22Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:26:22Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:22Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:22Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:22Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:22Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:22Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:22Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:22Z
ycsb.usertable,1707ms,0ms,1707ms,2019-11-27T13:26:23Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:26:23Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:26:23Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:26:23Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:26:23Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:26:23Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:26:23Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:26:23Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:26:23Z
ycsb.usertable,1076ms,0ms,1076ms,2019-11-27T13:26:24Z
