ns,total,read,write,time
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:36Z
ycsb.usertable,8896ms,0ms,8896ms,2019-11-27T13:14:37Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:14:37Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:37Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:37Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:37Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:37Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:37Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:37Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:37Z
ycsb.usertable,5701ms,0ms,5701ms,2019-11-27T13:14:38Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:14:38Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:38Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:38Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:38Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:38Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:38Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:38Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:38Z
ycsb.usertable,10328ms,0ms,10328ms,2019-11-27T13:14:39Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:14:39Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:39Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:39Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:39Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:39Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:39Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:39Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:39Z
ycsb.usertable,8945ms,0ms,8945ms,2019-11-27T13:14:40Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:14:40Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:40Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:40Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:40Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:40Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:40Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:40Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:40Z
ycsb.usertable,5418ms,0ms,5418ms,2019-11-27T13:14:41Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:14:41Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:41Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:41Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:41Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:41Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:41Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:41Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:41Z
ycsb.usertable,9501ms,0ms,9501ms,2019-11-27T13:14:42Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:14:42Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:42Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:42Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:42Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:42Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:42Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:42Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:42Z
ycsb.usertable,11085ms,0ms,11085ms,2019-11-27T13:14:43Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:14:43Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:43Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:43Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:43Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:43Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:43Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:43Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:43Z
ycsb.usertable,6942ms,0ms,6942ms,2019-11-27T13:14:44Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:14:44Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:44Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:44Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:44Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:44Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:44Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:44Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:44Z
ycsb.usertable,16260ms,0ms,16260ms,2019-11-27T13:14:45Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:14:45Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:45Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:45Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:45Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:45Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:45Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:45Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:45Z
ycsb.usertable,7227ms,0ms,7227ms,2019-11-27T13:14:46Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:14:46Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:46Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:46Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:46Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:46Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:46Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:46Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:46Z
ycsb.usertable,9222ms,0ms,9222ms,2019-11-27T13:14:47Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:14:47Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:47Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:47Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:47Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:47Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:47Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:47Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:47Z
ycsb.usertable,4202ms,0ms,4202ms,2019-11-27T13:14:48Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:14:48Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:48Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:48Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:48Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:48Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:48Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:48Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:48Z
ycsb.usertable,7831ms,0ms,7831ms,2019-11-27T13:14:49Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:14:49Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:49Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:49Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:49Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:49Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:49Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:49Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:49Z
ycsb.usertable,4268ms,0ms,4268ms,2019-11-27T13:14:50Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:14:50Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:50Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:50Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:50Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:50Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:50Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:50Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:50Z
ycsb.usertable,12143ms,0ms,12143ms,2019-11-27T13:14:51Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:14:51Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:51Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:51Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:51Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:51Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:51Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:51Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:51Z
ycsb.usertable,8256ms,0ms,8256ms,2019-11-27T13:14:52Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T13:14:52Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:52Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:52Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:52Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:52Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:52Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:52Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:52Z
ycsb.usertable,2617ms,0ms,2617ms,2019-11-27T13:14:53Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:14:53Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:53Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:53Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:53Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:53Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:53Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:53Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:53Z
ycsb.usertable,3952ms,0ms,3952ms,2019-11-27T13:14:54Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:14:54Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:54Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:54Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:54Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:54Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:54Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:54Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:54Z
ycsb.usertable,12240ms,0ms,12240ms,2019-11-27T13:14:55Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:14:55Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:55Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:55Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:55Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:55Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:55Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:55Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:55Z
ycsb.usertable,9752ms,0ms,9752ms,2019-11-27T13:14:56Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:14:56Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:56Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:56Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:56Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:56Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:56Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:56Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:56Z
ycsb.usertable,9970ms,0ms,9970ms,2019-11-27T13:14:58Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T13:14:58Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:58Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:58Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:58Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:58Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:58Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:58Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:58Z
ycsb.usertable,9623ms,0ms,9623ms,2019-11-27T13:14:59Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:14:59Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:14:59Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:14:59Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:14:59Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:14:59Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:14:59Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:14:59Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:14:59Z
ycsb.usertable,11472ms,0ms,11472ms,2019-11-27T13:15:00Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:00Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:00Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:00Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:00Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:00Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:00Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:00Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:00Z
ycsb.usertable,9870ms,0ms,9870ms,2019-11-27T13:15:01Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:15:01Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:01Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:01Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:01Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:01Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:01Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:01Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:01Z
ycsb.usertable,8786ms,0ms,8786ms,2019-11-27T13:15:02Z
local.oplog.rs,4ms,4ms,0ms,2019-11-27T13:15:02Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:02Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:02Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:02Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:02Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:02Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:02Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:02Z
ycsb.usertable,7766ms,0ms,7766ms,2019-11-27T13:15:03Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:03Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:03Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:03Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:03Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:03Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:03Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:03Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:03Z
ycsb.usertable,7865ms,0ms,7865ms,2019-11-27T13:15:04Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:15:04Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:04Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:04Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:04Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:04Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:04Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:04Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:04Z
ycsb.usertable,8544ms,0ms,8544ms,2019-11-27T13:15:05Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:05Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:05Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:05Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:05Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:05Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:05Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:05Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:05Z
ycsb.usertable,4789ms,0ms,4789ms,2019-11-27T13:15:06Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:15:06Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:06Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:06Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:06Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:06Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:06Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:06Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:06Z
ycsb.usertable,9067ms,0ms,9067ms,2019-11-27T13:15:07Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:07Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:07Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:07Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:07Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:07Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:07Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:07Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:07Z
ycsb.usertable,9109ms,0ms,9109ms,2019-11-27T13:15:08Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:08Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:08Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:08Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:08Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:08Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:08Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:08Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:08Z
ycsb.usertable,8407ms,0ms,8407ms,2019-11-27T13:15:09Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:09Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:09Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:09Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:09Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:09Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:09Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:09Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:09Z
ycsb.usertable,8233ms,0ms,8233ms,2019-11-27T13:15:10Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:10Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:10Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:10Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:10Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:10Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:10Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:10Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:10Z
ycsb.usertable,7701ms,0ms,7701ms,2019-11-27T13:15:11Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:11Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:11Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:11Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:11Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:11Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:11Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:11Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:11Z
ycsb.usertable,6810ms,0ms,6810ms,2019-11-27T13:15:12Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:12Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:12Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:12Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:12Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:12Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:12Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:12Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:12Z
ycsb.usertable,7046ms,0ms,7046ms,2019-11-27T13:15:13Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:15:13Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:13Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:13Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:13Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:13Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:13Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:13Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:13Z
ycsb.usertable,8112ms,0ms,8112ms,2019-11-27T13:15:14Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:14Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:14Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:14Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:14Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:14Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:14Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:14Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:14Z
ycsb.usertable,11401ms,0ms,11401ms,2019-11-27T13:15:15Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:15Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:15Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:15Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:15Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:15Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:15Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:15Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:15Z
ycsb.usertable,7614ms,0ms,7614ms,2019-11-27T13:15:16Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:15:16Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:16Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:16Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:16Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:16Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:16Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:16Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:16Z
ycsb.usertable,7413ms,0ms,7413ms,2019-11-27T13:15:17Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:17Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:17Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:17Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:17Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:17Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:17Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:17Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:17Z
ycsb.usertable,5509ms,0ms,5509ms,2019-11-27T13:15:18Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:15:18Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:18Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:18Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:18Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:18Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:18Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:18Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:18Z
ycsb.usertable,7372ms,0ms,7372ms,2019-11-27T13:15:19Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:15:19Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:19Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:19Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:19Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:19Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:19Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:19Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:19Z
ycsb.usertable,8286ms,0ms,8286ms,2019-11-27T13:15:20Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:20Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:20Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:20Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:20Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:20Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:20Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:20Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:20Z
ycsb.usertable,7526ms,0ms,7526ms,2019-11-27T13:15:21Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:21Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:21Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:15:21Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:15:21Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:15:21Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:15:21Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:15:21Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:15:21Z
ycsb.usertable,5949ms,0ms,5949ms,2019-11-27T13:15:22Z
local.oplog.rs,3ms,3ms,0ms,2019-11-27T13:15:22Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:15:22Z
