Start,repl8,repl9,rticket,wticket,ocursors,aconn,pf,memo,dd,bytescurrentused,readq,writeq
12:52:26.047896454,3000,7000,3,11,1,787,0,2361,1894696006,2400280524,0,0
12:52:27.064874303,3000,4000,5,9,1,787,0,2370,1903981043,2409749005,0,0
12:52:28.086847418,4000,5000,8,14,1,787,0,2377,1912473367,2417684673,0,0
12:52:29.362266981,3000,4000,4,10,1,787,0,2387,1923313529,2428681417,0,0
12:52:30.392854377,3000,4000,5,11,1,787,0,2401,1938080893,2442755821,0,0
12:52:32.214993072,5000,5000,4,10,1,787,0,2410,1948819941,2453923624,0,0
12:52:33.262753729,5000,5000,8,9,1,787,0,2418,1957250825,2461383461,0,0
12:52:34.272881526,6000,6000,5,8,1,787,0,2425,1964507030,2469525796,0,0
12:52:35.356804783,4000,7000,7,13,1,787,0,2433,1974031130,2478618560,0,0
12:52:36.580728005,5000,8000,4,11,1,787,0,2442,1983829488,2488269157,0,0
12:52:37.598180997,3000,6000,9,7,1,787,0,2449,1989795848,2493688886,0,16
12:52:38.683713484,4000,5000,6,10,1,787,0,2451,1993553615,2497280940,0,0
12:52:39.708124286,4000,6000,7,13,1,787,0,2459,2002514767,2505898536,0,0
12:52:41.087075732,3000,6000,6,10,1,787,0,2477,2015650980,2516626641,0,0
12:52:42.119965057,4000,7000,9,8,1,787,0,2484,2024143449,2525342425,0,0
12:52:43.566685782,3000,5000,9,7,1,787,0,2498,2041325572,2540805619,0,0
12:52:45.004383515,3000,5000,6,8,1,787,0,2506,2052059687,2551179426,0,0
12:52:46.292791734,4000,6000,5,14,1,787,0,2514,2059688309,2558165465,0,0
12:52:47.492490719,4000,5000,5,14,1,787,0,2524,2070317453,2568243969,0,16
12:52:48.513905396,5000,6000,1,11,1,787,0,2527,2075116456,2573723568,0,0
12:52:49.524359647,4000,4000,6,11,1,787,0,2537,2087082438,2583344302,0,0
12:52:50.798612906,2000,5000,6,11,1,787,0,2547,2099204843,2594756883,0,0
12:52:51.807865901,3000,6000,7,10,1,787,0,2555,2109307909,2603885319,0,0
12:52:53.380557725,3000,5000,6,12,1,787,0,2566,2124410979,2617065920,0,0
12:52:54.555753166,4000,6000,8,11,1,787,0,2576,2136743466,2628001216,0,0
12:52:55.581381345,4000,4000,8,12,1,787,0,2583,2144090970,2633678865,0,0
12:52:56.542044189,5000,5000,6,14,1,787,0,2588,2150651881,2639199067,0,16
12:52:57.550990663,4000,4000,3,13,1,787,0,2591,2154853250,2643559964,0,0
12:52:58.973074882,2000,5000,5,11,1,787,0,2604,2168866594,2656490419,0,0
12:53:00.009810107,3000,6000,4,13,1,787,0,2612,2179968260,2666578224,0,0
