insert,query,update,delete,getmore,command,dirty,used,flushes,vsize,res,qrw,arw,net_in,net_out,conn,set,repl,time
*0,*0,*287,*0,0,3|0,0.90%,1.80%,0,2.09G,370M,0|12,1|0,763b,26.0k,8,rs0,SEC,48:30.0
*0,*0,*288,*0,0,2|0,1.00%,1.90%,0,2.10G,382M,0|15,2|0,546b,21.1k,8,rs0,SEC,48:31.9
*0,*0,*268,*0,0,3|0,1.10%,2.00%,0,2.12G,397M,0|16,1|0,801b,26.5k,8,rs0,SEC,48:33.5
*0,*0,*211,*0,0,2|0,1.20%,2.10%,0,2.13G,411M,0|16,2|0,567b,18.7k,8,rs0,SEC,48:35.8
*0,*0,*396,*0,0,3|0,1.20%,2.20%,0,2.14G,425M,0|14,1|0,835b,28.8k,8,rs0,SEC,48:37.3
*0,*0,*249,*0,0,2|0,1.30%,2.20%,0,2.15G,437M,0|10,1|0,536b,20.8k,8,rs0,SEC,48:39.2
*0,*0,*328,*0,0,3|0,1.40%,2.30%,0,2.16G,452M,0|13,1|0,767b,26.1k,8,rs0,SEC,48:40.9
*0,*0,*154,*0,0,2|0,1.50%,2.40%,0,2.18G,465M,0|16,1|0,583b,20.1k,8,rs0,SEC,48:43.0
*0,*0,*203,*0,0,2|0,1.50%,2.50%,0,2.18G,472M,0|15,2|0,533b,17.4k,8,rs0,SEC,48:45.6
*0,*0,*968,*0,0,8|0,1.60%,2.60%,0,2.20G,489M,0|7,1|0,1.75k,58.0k,8,rs0,SEC,48:46.4
*0,*0,*82,*0,0,0|0,1.60%,2.60%,0,2.21G,495M,0|13,1|0,219b,16.8k,8,rs0,SEC,48:48.6
*0,*0,*479,*0,0,3|0,1.70%,2.80%,0,2.22G,510M,0|10,2|0,850b,28.9k,8,rs0,SEC,48:50.1
*0,*0,*242,*0,0,3|0,1.80%,2.80%,0,2.23G,524M,0|14,1|0,774b,26.3k,8,rs0,SEC,48:51.7
*0,*0,*181,*0,0,2|0,1.90%,3.00%,1,2.25G,541M,0|16,1|0,441b,16.4k,8,rs0,SEC,48:54.2
*0,*0,*508,*0,0,4|0,0.50%,3.10%,0,2.26G,557M,0|6,2|0,826b,27.0k,8,rs0,SEC,48:55.8
*0,*0,*240,*0,0,3|0,0.20%,3.10%,0,2.28G,571M,0|9,1|0,761b,25.9k,8,rs0,SEC,48:57.5
*0,*0,*415,*0,0,2|0,0.40%,3.30%,0,2.30G,590M,0|16,1|0,650b,22.1k,8,rs0,SEC,48:59.4
*0,*0,*424,*0,0,3|0,0.50%,3.40%,0,2.32G,611M,0|8,2|0,936b,32.3k,8,rs0,SEC,49:00.8
*0,*0,*3288,*0,0,11|0,0.50%,3.40%,0,2.32G,612M,0|8,1|0,2.92k,227k,8,rs0,SEC,49:00.9
*0,*0,*118,*0,0,50|0,0.50%,3.40%,0,2.32G,612M,0|0,1|0,13.2k,612k,8,rs0,SEC,49:01.0
*0,*0,*0,*0,0,3|0,0.50%,3.40%,0,2.32G,612M,0|0,1|0,615b,39.6k,8,rs0,SEC,49:02.0
*0,*0,*31,*0,0,0|0,0.60%,3.50%,0,2.33G,628M,0|16,1|0,233b,9.04k,8,rs0,SEC,49:06.4
*0,*0,*387,*0,0,2|0,0.80%,3.70%,0,2.36G,650M,0|16,1|0,562b,17.6k,8,rs0,SEC,49:09.0
*0,*0,*1855,*0,0,13|0,0.90%,3.80%,0,2.37G,664M,0|13,1|0,3.41k,85.6k,8,rs0,SEC,49:09.5
*0,*0,*320,*0,0,4|0,0.90%,3.80%,0,2.37G,664M,0|0,1|0,1.10k,84.0k,8,rs0,SEC,49:10.0
*0,*0,*147,*0,0,1|0,1.00%,3.90%,0,2.38G,680M,0|15,1|0,337b,13.1k,8,rs0,SEC,49:13.0
*0,*0,*4625,*0,0,47|0,1.00%,4.00%,0,2.39G,690M,0|1,1|0,9.40k,302k,8,rs0,SEC,49:13.2
*0,*0,*197,*0,0,2|0,1.10%,4.00%,0,2.39G,692M,0|0,1|0,601b,46.0k,8,rs0,SEC,49:14.0
*0,*0,*251,*0,0,1|0,1.20%,4.10%,0,2.41G,704M,0|6,1|0,509b,19.7k,8,rs0,SEC,49:16.0
*0,*0,*577,*0,0,2|0,1.20%,4.20%,0,2.42G,715M,0|13,1|0,736b,56.3k,8,rs0,SEC,49:16.7
*0,*0,*602,*0,0,5|0,1.30%,4.20%,0,2.42G,721M,0|6,1|0,1.28k,49.5k,8,rs0,SEC,49:17.5
*0,*0,*82,*0,0,0|0,1.30%,4.30%,0,2.43G,731M,0|15,1|0,245b,18.8k,8,rs0,SEC,49:19.5
*0,*0,*1185,*0,0,8|0,1.40%,4.30%,0,2.44G,739M,0|16,1|0,2.18k,84.4k,8,rs0,SEC,49:20.0
*0,*0,*7136,*0,0,109|0,1.40%,4.30%,0,2.44G,739M,0|0,1|0,27.4k,2.10m,8,rs0,SEC,49:20.0
*0,*0,*0,*0,0,4|0,1.40%,4.30%,0,2.44G,739M,0|0,1|0,1.02k,39.5k,8,rs0,SEC,49:21.0
*0,*0,*234,*0,0,2|0,1.50%,4.40%,0,2.45G,748M,0|8,2|0,429b,27.7k,8,rs0,SEC,49:22.4
*0,*0,*73,*0,0,1|0,1.50%,4.50%,0,2.46G,759M,0|16,1|0,319b,12.4k,8,rs0,SEC,49:25.6
*0,*0,*697,*0,0,4|0,1.60%,4.50%,0,2.47G,769M,0|13,2|0,1.16k,40.0k,8,rs0,SEC,49:26.7
*0,*0,*200,*0,0,1|0,1.70%,4.60%,0,2.48G,775M,0|8,2|0,378b,29.0k,8,rs0,SEC,49:28.0
*0,*0,*163,*0,0,2|0,1.70%,4.60%,0,2.49G,785M,0|8,2|0,559b,19.0k,8,rs0,SEC,49:30.3
*0,*0,*146183,*0,0,1092|0,1.80%,4.70%,0,2.49G,792M,0|0,1|0,275k,9.34m,8,rs0,SEC,49:30.3
*0,*0,*197,*0,0,1|0,1.80%,4.80%,0,2.50G,802M,0|14,1|0,472b,21.8k,8,rs0,SEC,49:31.9
*0,*0,*2150,*0,0,64|0,1.80%,4.80%,0,2.50G,802M,0|0,1|0,9.89k,637k,8,rs0,SEC,49:32.0
*0,*0,*157,*0,0,1|0,1.90%,4.90%,0,2.51G,816M,0|12,1|0,344b,13.3k,8,rs0,SEC,49:35.0
*0,*0,*355,*0,0,2|0,2.00%,5.00%,0,2.53G,829M,0|13,1|0,746b,25.7k,8,rs0,SEC,49:36.6
*0,*0,*727,*0,0,5|0,2.10%,5.00%,0,2.53G,835M,0|7,1|0,1.24k,69.9k,8,rs0,SEC,49:37.2
*0,*0,*47730,*0,0,1231|0,2.10%,5.00%,0,2.53G,835M,0|0,1|0,314k,12.2m,8,rs0,SEC,49:37.2
*0,*0,*109,*0,0,0|0,2.20%,5.10%,0,2.55G,849M,0|15,1|0,95b,12.7k,8,rs0,SEC,49:40.0
*0,*0,*338,*0,0,2|0,2.30%,5.20%,0,2.56G,864M,0|12,2|0,549b,18.9k,8,rs0,SEC,49:42.3
*0,*0,*1040,*0,0,8|0,2.40%,5.30%,0,2.57G,877M,0|14,1|0,1.81k,53.2k,8,rs0,SEC,49:43.2
*0,*0,*118,*0,0,2|0,2.40%,5.30%,0,2.58G,880M,0|11,1|0,541b,25.1k,8,rs0,SEC,49:44.6
*0,*0,*103699,*0,0,871|0,2.50%,5.40%,0,2.58G,887M,0|0,1|0,173k,9.21m,8,rs0,SEC,49:44.6
*0,*0,*200,*0,0,2|0,2.50%,5.40%,0,2.59G,893M,0|14,1|0,736b,34.1k,8,rs0,SEC,49:45.7
*0,*0,*525,*0,0,6|0,2.50%,5.40%,0,2.59G,893M,0|0,1|0,1.65k,127k,8,rs0,SEC,49:46.0
*0,*0,*271,*0,0,2|0,2.60%,5.50%,0,2.60G,903M,0|10,1|0,604b,23.4k,8,rs0,SEC,49:47.7
*0,*0,*108,*0,0,0|0,2.60%,5.50%,0,2.61G,913M,0|15,1|0,192b,14.7k,8,rs0,SEC,49:50.3
*0,*0,*186455,*0,0,1284|0,2.70%,5.60%,0,2.62G,922M,0|0,1|0,323k,11.1m,8,rs0,SEC,49:50.3
*0,*0,*305,*0,0,3|0,2.80%,5.70%,0,2.62G,928M,0|3,1|0,899b,34.8k,8,rs0,SEC,49:51.4
*0,*0,*83,*0,0,2|0,2.80%,5.70%,0,2.63G,939M,0|16,1|0,443b,28.6k,8,rs0,SEC,49:52.8
*0,*0,*2412,*0,0,27|0,2.80%,5.70%,0,2.63G,939M,0|0,1|0,5.93k,222k,8,rs0,SEC,49:53.0
*0,*0,*0,*0,0,1|0,2.80%,5.70%,0,2.63G,939M,0|0,1|0,499b,38.2k,8,rs0,SEC,49:54.0
*0,*0,*260,*0,0,1|0,2.90%,5.80%,0,2.65G,954M,0|13,1|0,433b,16.8k,8,rs0,SEC,49:56.3
*0,*0,*254,*0,0,2|0,3.00%,5.90%,0,2.65G,961M,0|13,1|0,661b,37.8k,8,rs0,SEC,49:57.5
*0,*0,*75721,*0,0,1026|0,3.00%,5.90%,0,2.65G,961M,0|0,1|0,262k,10.3m,8,rs0,SEC,49:57.5
*0,*0,*27,*0,0,0|0,3.10%,6.00%,0,2.67G,972M,0|16,1|0,82b,11.0k,8,rs0,SEC,50:00.7
*0,*0,*674,*0,0,4|0,3.20%,6.10%,0,2.68G,988M,0|9,1|0,1.05k,32.8k,8,rs0,SEC,50:02.1
*0,*0,*152324,*0,0,1750|0,3.20%,6.10%,0,2.68G,990M,0|0,1|0,332k,11.9m,8,rs0,SEC,50:02.1
*0,*0,*222,*0,0,2|0,3.30%,6.20%,0,2.69G,999M,0|11,1|0,667b,25.8k,8,rs0,SEC,50:03.6
*0,*0,*88,*0,0,1|0,3.40%,6.20%,0,2.70G,1010M,0|16,1|0,285b,21.8k,8,rs0,SEC,50:05.4
*0,*0,*151320,*0,0,1075|0,3.40%,6.20%,0,2.70G,1010M,0|0,1|0,274k,10.8m,8,rs0,SEC,50:05.4
*0,*0,*54,*0,0,0|0,3.40%,6.30%,0,2.71G,1019M,0|16,1|0,124b,9.52k,8,rs0,SEC,50:09.4
*0,*0,*729,*0,0,6|0,3.50%,6.40%,0,2.73G,1.01G,0|15,2|0,1.66k,39.5k,8,rs0,SEC,50:10.6
*0,*0,*194,*0,0,1|0,3.70%,6.60%,0,2.75G,1.03G,0|6,1|0,301b,17.0k,8,rs0,SEC,50:13.0
*0,*0,*480,*0,0,4|0,3.70%,6.60%,0,2.75G,1.04G,0|16,1|0,893b,21.7k,8,rs0,SEC,50:15.2
*0,*0,*200203,*0,0,1530|0,3.80%,6.70%,0,2.76G,1.04G,0|0,1|0,385k,13.1m,8,rs0,SEC,50:15.2
*0,*0,*0,*0,0,2|0,3.80%,6.70%,0,2.76G,1.04G,0|0,1|0,599b,45.9k,8,rs0,SEC,50:16.0
*0,*0,*101,*0,0,1|0,3.90%,6.70%,0,2.77G,1.06G,0|14,2|0,274b,10.6k,8,rs0,SEC,50:19.7
*0,*0,*671,*0,0,3|0,4.00%,6.90%,0,2.79G,1.07G,0|5,1|0,898b,31.0k,8,rs0,SEC,50:21.1
*0,*0,*233,*0,0,2|0,4.00%,6.90%,0,2.79G,1.08G,0|13,1|0,608b,20.1k,8,rs0,SEC,50:23.3
*0,*0,*371,*0,0,3|0,4.10%,7.00%,0,2.81G,1.09G,0|8,2|0,672b,22.3k,8,rs0,SEC,50:25.2
*0,*0,*307,*0,0,2|0,4.20%,7.10%,0,2.82G,1.11G,0|11,1|0,594b,20.2k,8,rs0,SEC,50:27.3
*0,*0,*974,*0,0,5|0,4.30%,7.20%,0,2.83G,1.12G,0|13,1|0,1.49k,50.9k,8,rs0,SEC,50:28.2
*0,*0,*61894,*0,0,460|0,4.30%,7.20%,0,2.83G,1.12G,0|0,1|0,115k,8.81m,8,rs0,SEC,50:28.2
*0,*0,*135,*0,0,1|0,4.40%,7.30%,0,2.84G,1.13G,0|16,1|0,373b,17.3k,8,rs0,SEC,50:30.3
*0,*0,*72874,*0,0,459|0,4.40%,7.30%,0,2.84G,1.13G,0|0,1|0,113k,6.45m,8,rs0,SEC,50:30.3
*0,*0,*148,*0,0,1|0,4.50%,7.40%,0,2.86G,1.14G,0|16,1|0,281b,13.0k,8,rs0,SEC,50:33.1
*0,*0,*2256,*0,0,23|0,4.60%,7.40%,0,2.87G,1.15G,0|9,1|0,4.63k,151k,8,rs0,SEC,50:33.4
*0,*0,*204,*0,0,0|0,4.60%,7.50%,0,2.87G,1.16G,0|6,1|0,239b,18.3k,8,rs0,SEC,50:35.5
*0,*0,*439,*0,0,3|0,4.80%,7.60%,0,2.89G,1.17G,0|15,1|0,981b,33.4k,8,rs0,SEC,50:36.7
*0,*0,*1851,*0,0,6|0,4.80%,7.60%,0,2.89G,1.18G,0|11,1|0,1.56k,121k,8,rs0,SEC,50:37.1
*0,*0,*5411,*0,0,705|0,4.80%,7.60%,0,2.89G,1.18G,0|0,1|0,184k,8.53m,8,rs0,SEC,50:37.1
*0,*0,*297,*0,0,1|0,4.80%,7.70%,0,2.90G,1.18G,0|3,1|0,401b,30.7k,8,rs0,SEC,50:38.3
*0,*0,*434,*0,0,4|0,4.90%,7.70%,0,2.90G,1.19G,0|10,2|0,1.20k,46.5k,8,rs0,SEC,50:39.2
*0,*0,*83,*0,0,2|0,4.90%,7.70%,0,2.90G,1.19G,0|0,1|0,603b,46.2k,8,rs0,SEC,50:40.0
*10,*0,*281,*0,0,2|0,4.90%,7.80%,0,2.91G,1.20G,0|1,1|0,548b,21.3k,8,rs0,SEC,50:41.9
*0,*0,*598,*0,0,3|0,4.90%,7.90%,0,2.93G,1.22G,0|15,1|0,506b,32.6k,8,rs0,SEC,50:43.1
*0,*0,*48801,*0,0,771|0,4.90%,7.90%,0,2.93G,1.22G,0|0,1|0,197k,7.63m,8,rs0,SEC,50:43.1
*0,*0,*67,*0,0,4|0,4.90%,7.90%,0,2.93G,1.22G,0|0,1|0,667b,43.5k,8,rs0,SEC,50:44.0
*0,*0,*55,*0,0,1|0,5.00%,8.00%,0,2.94G,1.23G,0|16,1|0,277b,10.8k,8,rs0,SEC,50:47.7
*3,*0,*1486,*0,0,12|0,5.00%,8.10%,0,2.96G,1.24G,0|10,1|0,2.50k,75.2k,8,rs0,SEC,50:48.3
*0,*0,*110,*0,0,0|0,5.00%,8.10%,0,2.96G,1.25G,0|12,1|0,231b,17.8k,8,rs0,SEC,50:50.5
*0,*0,*333,*0,0,1|0,5.00%,8.20%,0,2.98G,1.26G,0|10,1|0,468b,18.4k,8,rs0,SEC,50:52.7
*0,*0,*221062,*0,0,3892|0,5.00%,8.20%,0,2.98G,1.27G,0|0,1|0,603k,14.2m,8,rs0,SEC,50:52.7
*0,*0,*64,*0,0,1|0,5.00%,8.30%,0,2.99G,1.27G,0|16,1|0,311b,14.4k,8,rs0,SEC,50:55.2
*0,*0,*2100,*0,0,12|0,5.00%,8.40%,0,3.00G,1.28G,0|12,1|0,3.05k,104k,8,rs0,SEC,50:55.6
*1,*0,*204,*0,0,1|0,5.00%,8.40%,0,3.00G,1.29G,0|13,1|0,267b,20.5k,8,rs0,SEC,50:57.5
*0,*0,*126896,*0,0,1423|0,5.00%,8.50%,0,3.01G,1.29G,0|0,1|0,268k,9.74m,8,rs0,SEC,50:57.5
*0,*0,*316,*0,0,2|0,5.00%,8.50%,0,3.01G,1.30G,0|9,1|0,520b,39.9k,8,rs0,SEC,50:58.4
*0,*0,*389,*0,0,3|0,5.00%,8.60%,0,3.02G,1.31G,0|8,1|0,908b,35.2k,8,rs0,SEC,50:59.5
*0,*0,*316,*0,0,1|0,5.00%,8.60%,0,3.02G,1.31G,0|6,1|0,341b,45.5k,8,rs0,SEC,51:00.3
*0,*0,*46,*0,0,1|0,5.00%,8.60%,0,3.03G,1.32G,0|16,1|0,395b,15.3k,8,rs0,SEC,51:02.9
*0,*0,*458,*0,0,4|0,5.00%,8.70%,0,3.04G,1.33G,0|16,1|0,949b,31.0k,8,rs0,SEC,51:04.3
*0,*0,*110222,*0,0,741|0,5.00%,8.70%,0,3.04G,1.33G,0|0,1|0,182k,10.3m,8,rs0,SEC,51:04.3
*0,*0,*210,*0,0,2|0,5.00%,8.80%,0,3.05G,1.33G,0|12,1|0,531b,24.6k,8,rs0,SEC,51:05.8
*0,*0,*79,*0,0,0|0,5.00%,8.80%,0,3.05G,1.34G,0|16,2|0,189b,14.5k,8,rs0,SEC,51:08.5
*0,*0,*258671,*0,0,1794|0,5.00%,8.90%,0,3.06G,1.35G,0|0,1|0,447k,14.0m,8,rs0,SEC,51:08.5
*0,*0,*251,*0,0,2|0,5.00%,8.90%,0,3.07G,1.35G,0|13,1|0,631b,29.2k,8,rs0,SEC,51:09.7
*0,*0,*214,*0,0,1|0,5.00%,9.00%,0,3.07G,1.36G,0|16,1|0,391b,30.0k,8,rs0,SEC,51:11.0
*0,*0,*14176,*0,0,169|0,5.00%,9.00%,0,3.07G,1.36G,0|0,1|0,43.3k,1.68m,8,rs0,SEC,51:11.0
*0,*0,*266,*0,0,2|0,5.00%,9.00%,0,3.08G,1.37G,0|4,1|0,393b,25.4k,8,rs0,SEC,51:12.6
*0,*0,*153,*0,0,1|0,5.00%,9.10%,0,3.09G,1.38G,0|16,1|0,499b,19.4k,8,rs0,SEC,51:14.6
*0,*0,*152544,*0,0,611|0,5.00%,9.10%,0,3.09G,1.38G,0|0,1|0,150k,8.48m,8,rs0,SEC,51:14.6
*0,*0,*231,*0,0,2|0,5.00%,9.20%,0,3.10G,1.39G,0|15,1|0,743b,34.5k,8,rs0,SEC,51:15.7
*0,*0,*466,*0,0,1|0,5.00%,9.20%,0,3.11G,1.40G,0|16,1|0,473b,36.3k,8,rs0,SEC,51:16.7
*0,*0,*419,*0,0,5|0,5.00%,9.30%,0,3.11G,1.40G,0|9,2|0,1.45k,56.3k,8,rs0,SEC,51:17.4
*0,*0,*48,*0,0,3|0,5.00%,9.30%,0,3.11G,1.40G,0|0,1|0,866b,66.4k,8,rs0,SEC,51:18.0
*0,*0,*73,*0,0,1|0,5.00%,9.30%,0,3.12G,1.41G,0|16,1|0,280b,10.9k,8,rs0,SEC,51:21.6
*0,*0,*295362,*0,0,2277|0,5.00%,9.40%,0,3.13G,1.42G,0|0,1|0,505k,15.4m,8,rs0,SEC,51:21.6
*0,*0,*0,*0,0,5|0,5.00%,9.40%,0,3.13G,1.42G,0|0,1|0,888b,99.0k,8,rs0,SEC,51:22.0
*0,*0,*114,*0,0,1|0,5.00%,9.50%,0,3.14G,1.43G,0|16,1|0,282b,11.0k,8,rs0,SEC,51:25.6
*0,*0,*644,*0,0,2|0,5.00%,9.60%,0,3.17G,1.45G,0|16,1|0,714b,22.1k,8,rs0,SEC,51:27.7
*0,*0,*9429,*0,0,61|0,5.00%,9.70%,0,3.17G,1.46G,0|5,1|0,15.5k,528k,8,rs0,SEC,51:27.8
*0,*0,*194,*0,0,0|0,5.00%,9.70%,0,3.18G,1.47G,0|15,1|0,211b,28.1k,8,rs0,SEC,51:29.0
*0,*0,*102869,*0,0,1281|0,5.00%,9.70%,0,3.18G,1.47G,0|0,1|0,327k,12.9m,8,rs0,SEC,51:29.0
*0,*0,*504,*0,0,2|0,5.00%,9.80%,0,3.18G,1.47G,0|0,1|0,512b,39.3k,8,rs0,SEC,51:30.0
*0,*0,*0,*0,0,3|0,5.00%,9.80%,0,3.18G,1.47G,0|0,1|0,1.02k,39.5k,8,rs0,SEC,51:31.0
*0,*0,*239,*0,0,1|0,5.00%,9.80%,0,3.19G,1.48G,0|13,2|0,206b,19.9k,8,rs0,SEC,51:32.8
*0,*0,*1441,*0,0,24|0,5.00%,9.80%,0,3.19G,1.48G,0|0,1|0,6.13k,238k,8,rs0,SEC,51:33.0
*0,*0,*274,*0,0,0|0,5.00%,9.90%,0,3.21G,1.50G,0|15,1|0,218b,16.7k,8,rs0,SEC,51:35.3
*0,*0,*433,*0,0,4|0,5.10%,10.00%,0,3.21G,1.50G,0|16,1|0,1.10k,37.4k,8,rs0,SEC,51:36.4
*0,*0,*335,*0,0,1|0,5.00%,10.10%,0,3.22G,1.51G,0|14,1|0,335b,25.7k,8,rs0,SEC,51:37.9
*0,*0,*315,*0,0,2|0,5.00%,10.10%,0,3.24G,1.52G,0|10,2|0,542b,21.0k,8,rs0,SEC,51:39.8
*0,*0,*2359,*0,0,12|0,5.00%,10.20%,0,3.24G,1.53G,0|10,1|0,3.13k,108k,8,rs0,SEC,51:40.2
*0,*0,*23962,*0,0,337|0,5.00%,10.20%,0,3.24G,1.53G,0|0,1|0,88.8k,11.8m,8,rs0,SEC,51:40.2
*0,*0,*306,*0,0,2|0,5.00%,10.30%,0,3.25G,1.54G,0|14,1|0,629b,24.4k,8,rs0,SEC,51:41.8
