ns,total,read,write,time
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:05:11Z
ycsb.usertable,9357ms,0ms,9357ms,2019-11-27T13:05:12Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:12Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:12Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:12Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:12Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:12Z
local.oplog.rs,0ms,0ms,0ms,2019-11-27T13:05:12Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:12Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:12Z
ycsb.usertable,14265ms,0ms,14265ms,2019-11-27T13:05:13Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:13Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:13Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:13Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:13Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:13Z
local.oplog.rs,0ms,0ms,0ms,2019-11-27T13:05:13Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:13Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:13Z
ycsb.usertable,2115ms,0ms,2115ms,2019-11-27T13:05:14Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:14Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:14Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:14Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:14Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:14Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:14Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:14Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:14Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:15Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:15Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:15Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:15Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:15Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:15Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:15Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:15Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:05:15Z
ycsb.usertable,12227ms,0ms,12227ms,2019-11-27T13:05:16Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:16Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:16Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:16Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:16Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:16Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:16Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:16Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:16Z
ycsb.usertable,16257ms,0ms,16257ms,2019-11-27T13:05:17Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:17Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:17Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:17Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:17Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:17Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:17Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:17Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:17Z
ycsb.usertable,11507ms,0ms,11507ms,2019-11-27T13:05:18Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:18Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:18Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:18Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:18Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:18Z
local.oplog.rs,0ms,0ms,0ms,2019-11-27T13:05:18Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:18Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:18Z
ycsb.usertable,5975ms,0ms,5975ms,2019-11-27T13:05:19Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:19Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:19Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:19Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:19Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:19Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:19Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:19Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:19Z
ycsb.usertable,8376ms,0ms,8376ms,2019-11-27T13:05:20Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:20Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:20Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:20Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:20Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:20Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:20Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:20Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:20Z
ycsb.usertable,14956ms,0ms,14956ms,2019-11-27T13:05:21Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:21Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:21Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:21Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:21Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:21Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:21Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:21Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:21Z
ycsb.usertable,12325ms,0ms,12325ms,2019-11-27T13:05:23Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:05:23Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:23Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:23Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:23Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:23Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:23Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:23Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:23Z
ycsb.usertable,8305ms,0ms,8305ms,2019-11-27T13:05:24Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:24Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:24Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:24Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:24Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:24Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:24Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:24Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:24Z
ycsb.usertable,15906ms,0ms,15906ms,2019-11-27T13:05:25Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:25Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:25Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:25Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:25Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:25Z
local.oplog.rs,0ms,0ms,0ms,2019-11-27T13:05:25Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:25Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:25Z
ycsb.usertable,6740ms,0ms,6740ms,2019-11-27T13:05:26Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:26Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:26Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:26Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:26Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:26Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:26Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:26Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:26Z
ycsb.usertable,13241ms,0ms,13241ms,2019-11-27T13:05:27Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:27Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:27Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:27Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:27Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:27Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:27Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:27Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:27Z
ycsb.usertable,1023ms,0ms,1023ms,2019-11-27T13:05:28Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:28Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:28Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:28Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:28Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:28Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:28Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:28Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:28Z
ycsb.usertable,6ms,0ms,6ms,2019-11-27T13:05:29Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:29Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:29Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:29Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:29Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:29Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:29Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:29Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:29Z
ycsb.usertable,15099ms,0ms,15099ms,2019-11-27T13:05:30Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:30Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:30Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:30Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:30Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:30Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:30Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:30Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:30Z
ycsb.usertable,16665ms,0ms,16665ms,2019-11-27T13:05:31Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:31Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:31Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:31Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:31Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:31Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:31Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:31Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:31Z
ycsb.usertable,15089ms,0ms,15089ms,2019-11-27T13:05:32Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:32Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:32Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:32Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:32Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:32Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:32Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:32Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:32Z
ycsb.usertable,5785ms,0ms,5785ms,2019-11-27T13:05:33Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:33Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:33Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:33Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:33Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:33Z
local.oplog.rs,0ms,0ms,0ms,2019-11-27T13:05:33Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:33Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:33Z
ycsb.usertable,8926ms,0ms,8926ms,2019-11-27T13:05:34Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:34Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:34Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:34Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:34Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:34Z
local.oplog.rs,0ms,0ms,0ms,2019-11-27T13:05:34Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:34Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:34Z
ycsb.usertable,12121ms,0ms,12121ms,2019-11-27T13:05:35Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:35Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:35Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:35Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:35Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:35Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:35Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:35Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:35Z
ycsb.usertable,6354ms,0ms,6354ms,2019-11-27T13:05:36Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:36Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:36Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:36Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:36Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:36Z
local.oplog.rs,0ms,0ms,0ms,2019-11-27T13:05:36Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:36Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:36Z
ycsb.usertable,9844ms,0ms,9844ms,2019-11-27T13:05:37Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:37Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:37Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:37Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:37Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:37Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:37Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:37Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:37Z
ycsb.usertable,9171ms,0ms,9171ms,2019-11-27T13:05:38Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:38Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:38Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:38Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:38Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:38Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:38Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:38Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:38Z
ycsb.usertable,7911ms,0ms,7911ms,2019-11-27T13:05:39Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:39Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:39Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:39Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:39Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:39Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:39Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:39Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:39Z
ycsb.usertable,5310ms,0ms,5310ms,2019-11-27T13:05:40Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:40Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:40Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:40Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:40Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:40Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:40Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:40Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:40Z
ycsb.usertable,21525ms,0ms,21525ms,2019-11-27T13:05:41Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:41Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:41Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:41Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:41Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:41Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:41Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:41Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:41Z
ycsb.usertable,1036ms,0ms,1036ms,2019-11-27T13:05:42Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:42Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:42Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:42Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:42Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:42Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:42Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:42Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:42Z
ycsb.usertable,15742ms,0ms,15742ms,2019-11-27T13:05:43Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:43Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:43Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:43Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:43Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:43Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:43Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:43Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:43Z
ycsb.usertable,9255ms,0ms,9255ms,2019-11-27T13:05:44Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:44Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:44Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:44Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:44Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:44Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:44Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:44Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:44Z
ycsb.usertable,10870ms,0ms,10870ms,2019-11-27T13:05:45Z
config.system.sessions,7ms,0ms,7ms,2019-11-27T13:05:45Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:45Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:45Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:45Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:45Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:45Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:45Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:45Z
ycsb.usertable,975ms,0ms,975ms,2019-11-27T13:05:46Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:46Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:46Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:46Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:46Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:46Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:46Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:46Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:46Z
ycsb.usertable,15553ms,0ms,15553ms,2019-11-27T13:05:47Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:47Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:47Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:47Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:47Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:47Z
local.oplog.rs,0ms,0ms,0ms,2019-11-27T13:05:47Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:47Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:47Z
ycsb.usertable,5773ms,0ms,5773ms,2019-11-27T13:05:48Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:48Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:48Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:48Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:48Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:48Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:48Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:48Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:48Z
ycsb.usertable,8836ms,0ms,8836ms,2019-11-27T13:05:49Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:49Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:49Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:49Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:49Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:49Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:49Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:49Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:49Z
ycsb.usertable,7345ms,0ms,7345ms,2019-11-27T13:05:50Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:50Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:50Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:50Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:50Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:50Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:50Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:50Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:50Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:51Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:51Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:51Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:51Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:51Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:51Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:51Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:51Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:05:51Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:05:53Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:53Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:53Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:53Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:53Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:53Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:53Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:53Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:05:53Z
ycsb.usertable,5453ms,0ms,5453ms,2019-11-27T13:05:54Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:54Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:54Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:54Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:54Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:54Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:54Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:54Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:54Z
ycsb.usertable,14452ms,0ms,14452ms,2019-11-27T13:05:55Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:55Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:55Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:55Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:55Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:55Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:55Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:55Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:55Z
ycsb.usertable,14064ms,0ms,14064ms,2019-11-27T13:05:56Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:56Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:56Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:56Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:56Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:56Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:56Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:56Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:56Z
ycsb.usertable,11302ms,0ms,11302ms,2019-11-27T13:05:57Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:05:57Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:57Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:57Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:57Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:05:57Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:05:57Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:05:57Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:05:57Z
ycsb.usertable,2418ms,0ms,2418ms,2019-11-27T13:05:58Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:05:58Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:05:58Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:05:58Z
