ns,total,read,write,time
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:34Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:34Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:34Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:34Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:34Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:35Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:35Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:35Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:35Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:35Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:35Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:35Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:35Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:35Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:36Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:36Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:36Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:36Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:36Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:36Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:36Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:36Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:36Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:37Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:37Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:37Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:37Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:37Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:37Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:37Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:37Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:37Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:38Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:38Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:38Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:38Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:38Z
local.oplog.rs,0ms,0ms,0ms,2019-11-27T13:35:38Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:38Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:38Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:38Z
ycsb.usertable,3151ms,0ms,3151ms,2019-11-27T13:35:39Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:39Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:39Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:39Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:39Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:39Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:39Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:39Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:39Z
ycsb.usertable,19286ms,0ms,19286ms,2019-11-27T13:35:40Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:40Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:40Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:40Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:40Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:40Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:40Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:40Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:40Z
ycsb.usertable,5612ms,0ms,5612ms,2019-11-27T13:35:41Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:41Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:41Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:41Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:41Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:41Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:41Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:41Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:41Z
ycsb.usertable,8376ms,0ms,8376ms,2019-11-27T13:35:42Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:42Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:42Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:42Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:42Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:42Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:42Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:42Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:42Z
ycsb.usertable,1882ms,0ms,1882ms,2019-11-27T13:35:43Z
config.system.sessions,1ms,0ms,1ms,2019-11-27T13:35:43Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:43Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:43Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:43Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:43Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:43Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:43Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:43Z
ycsb.usertable,8063ms,0ms,8063ms,2019-11-27T13:35:44Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:44Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:44Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:44Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:44Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:44Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:44Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:44Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:44Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:45Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:45Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:45Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:45Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:45Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:45Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:45Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:45Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:45Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:46Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:46Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:46Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:46Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:46Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:46Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:46Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:46Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:46Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:47Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:47Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:47Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:47Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:47Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:47Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:47Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:47Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:47Z
ycsb.usertable,7068ms,0ms,7068ms,2019-11-27T13:35:48Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:48Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:48Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:48Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:48Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:48Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:48Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:48Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:48Z
ycsb.usertable,9455ms,0ms,9455ms,2019-11-27T13:35:50Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:35:50Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:50Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:50Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:50Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:50Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:50Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:50Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:50Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:51Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:51Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:51Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:51Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:51Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:51Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:51Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:51Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:51Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:52Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:52Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:52Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:52Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:52Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:52Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:52Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:52Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:52Z
ycsb.usertable,3166ms,0ms,3166ms,2019-11-27T13:35:53Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:53Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:53Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:53Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:53Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:53Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:53Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:53Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:53Z
ycsb.usertable,6947ms,0ms,6947ms,2019-11-27T13:35:54Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:54Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:54Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:54Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:54Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:54Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:54Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:54Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:54Z
ycsb.usertable,1201ms,0ms,1201ms,2019-11-27T13:35:55Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:55Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:55Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:55Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:55Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:55Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:55Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:55Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:55Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:56Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:56Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:56Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:56Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:56Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:56Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:56Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:56Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:56Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:57Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:57Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:57Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:57Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:57Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:57Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:57Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:57Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:57Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:58Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:58Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:58Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:58Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:58Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:58Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:58Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:58Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:58Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:35:59Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:35:59Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:35:59Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:35:59Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:35:59Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:35:59Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:35:59Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:35:59Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:35:59Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:00Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:00Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:00Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:00Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:00Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:00Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:00Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:00Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:00Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:01Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:01Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:01Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:01Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:01Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:01Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:01Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:01Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:01Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:02Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:02Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:02Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:02Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:02Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:02Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:02Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:02Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:02Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:03Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:03Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:03Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:03Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:03Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:03Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:03Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:03Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:03Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:04Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:04Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:04Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:04Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:04Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:04Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:04Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:04Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:04Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:05Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:05Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:05Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:05Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:05Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:05Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:05Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:05Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:05Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:06Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:06Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:06Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:06Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:06Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:06Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:06Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:06Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:06Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:07Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:07Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:07Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:07Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:07Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:07Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:07Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:07Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:07Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:08Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:08Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:08Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:08Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:08Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:08Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:08Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:08Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:08Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:09Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:09Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:09Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:09Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:09Z
local.oplog.rs,0ms,0ms,0ms,2019-11-27T13:36:09Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:09Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:09Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:09Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:10Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:10Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:10Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:10Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:10Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:10Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:10Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:10Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:10Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:11Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:11Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:11Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:11Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:11Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:11Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:11Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:11Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:11Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:12Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:12Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:12Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:12Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:12Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:12Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:12Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:12Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:12Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:13Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:13Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:13Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:13Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:13Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:13Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:13Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:13Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:13Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:14Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:14Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:14Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:14Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:14Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:14Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:14Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:14Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:14Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:15Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:15Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:15Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:15Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:15Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:15Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:15Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:15Z
ycsb.usertable,0ms,0ms,0ms,2019-11-27T13:36:15Z
ycsb.usertable,10ms,0ms,10ms,2019-11-27T13:36:16Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:16Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:16Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:16Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:16Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:16Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:16Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:16Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:16Z
ycsb.usertable,14386ms,0ms,14386ms,2019-11-27T13:36:17Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:17Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:17Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:17Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:17Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:17Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:17Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:17Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:17Z
ycsb.usertable,18535ms,0ms,18535ms,2019-11-27T13:36:19Z
local.oplog.rs,2ms,2ms,0ms,2019-11-27T13:36:19Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:19Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:19Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:19Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:19Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:19Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:19Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:19Z
ycsb.usertable,14588ms,0ms,14588ms,2019-11-27T13:36:20Z
local.oplog.rs,1ms,1ms,0ms,2019-11-27T13:36:20Z
admin.system.keys,0ms,0ms,0ms,2019-11-27T13:36:20Z
admin.system.roles,0ms,0ms,0ms,2019-11-27T13:36:20Z
admin.system.version,0ms,0ms,0ms,2019-11-27T13:36:20Z
config.system.sessions,0ms,0ms,0ms,2019-11-27T13:36:20Z
config.transactions,0ms,0ms,0ms,2019-11-27T13:36:20Z
local.replset.election,0ms,0ms,0ms,2019-11-27T13:36:20Z
local.system.replset,0ms,0ms,0ms,2019-11-27T13:36:20Z
ycsb.usertable,12732ms,0ms,12732ms,2019-11-27T13:36:21Z
