,insert,query,update,delete,getmore,dirty,used,flushes,vsize,res,net_in,net_out,conn,set,repl,time,arwa,arwb,cmda,cmdb,qrwa,qrwb
0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1,1.96G,216M,557b,39.1k,14,rs0,PRI,47:38.3,1,0,2,0,0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,1.02k,39.7k,14,rs0,PRI,47:39.3,1,0,4,0,0,0
2,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0,1.96G,216M,5.01k,41.5k,14,rs0,PRI,47:40.3,1,0,6,0,0,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,1.02k,39.7k,14,rs0,PRI,47:41.3,1,0,4,0,0,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,499b,38.5k,14,rs0,PRI,47:42.3,1,0,1,0,0,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,1.02k,39.7k,14,rs0,PRI,47:43.3,1,0,4,0,0,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,554b,39.2k,14,rs0,PRI,47:44.3,1,0,2,0,0,0
7,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0,1.96G,216M,3.28k,41.2k,14,rs0,PRI,47:45.3,1,0,6,0,0,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,499b,38.4k,14,rs0,PRI,47:46.3,1,0,1,0,0,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,1.14k,41.2k,14,rs0,PRI,47:47.3,1,0,6,0,0,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,499b,38.5k,14,rs0,PRI,47:48.3,1,0,1,0,0,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,1.02k,39.7k,14,rs0,PRI,47:49.3,1,0,3,0,0,0
12,0.0,0.0,0.0,0.0,2.0,0.0,0.7,0,1.96G,216M,5.01k,41.5k,14,rs0,PRI,47:50.3,1,0,6,0,0,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,1.02k,39.7k,14,rs0,PRI,47:51.3,1,0,4,0,0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,499b,38.4k,14,rs0,PRI,47:52.3,1,0,1,0,0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,11.2k,435k,14,rs0,PRI,47:53.3,1,0,73,0,0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,10.6k,432k,14,rs0,PRI,47:54.3,1,0,69,0,0,0
17,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0,1.96G,216M,13.2k,466k,14,rs0,PRI,47:55.3,1,0,73,0,0,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,10.4k,464k,14,rs0,PRI,47:56.3,1,0,69,0,0,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,11.4k,467k,15,rs0,PRI,47:57.3,1,0,74,0,0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,10.6k,499k,15,rs0,PRI,47:58.3,1,0,70,0,0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,11.0k,466k,14,rs0,PRI,47:59.3,1,0,72,0,0,0
22,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0,1.96G,216M,15.8k,467k,14,rs0,PRI,48:00.3,1,0,73,0,0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,10.9k,464k,14,rs0,PRI,48:01.3,1,0,70,0,0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,10.4k,464k,14,rs0,PRI,48:02.3,1,0,69,0,0,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,10.9k,465k,14,rs0,PRI,48:03.3,1,0,71,0,0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.96G,216M,9.64k,425k,14,rs0,PRI,48:04.3,1,0,63,0,0,0
27,0.0,168.0,398.0,0.0,56.0,0.1,0.8,0,1.97G,232M,307k,835k,31,rs0,PRI,48:05.3,5,12,181,0,0,0
28,0.0,151.0,291.0,0.0,7.0,0.1,0.9,0,1.98G,248M,189k,653k,31,rs0,PRI,48:06.3,9,8,69,0,0,0
29,0.0,109.0,292.0,0.0,5.0,0.2,1.0,0,1.99G,262M,169k,616k,31,rs0,PRI,48:07.3,6,11,66,0,0,0
30,0.0,151.0,346.0,0.0,5.0,0.2,1.1,0,2.01G,277M,201k,656k,31,rs0,PRI,48:08.3,6,11,62,0,0,0
31,0.0,115.0,324.0,0.0,3.0,0.3,1.2,0,2.02G,290M,183k,690k,31,rs0,PRI,48:09.3,4,13,73,0,0,0
32,0.0,106.0,301.0,0.0,5.0,0.3,1.3,0,2.03G,303M,169k,567k,31,rs0,PRI,48:10.3,11,6,62,0,0,0
33,0.0,94.0,222.0,0.0,2.0,0.4,1.4,0,2.04G,312M,133k,593k,31,rs0,PRI,48:11.3,8,9,61,0,0,0
34,0.0,111.0,290.0,0.0,4.0,0.4,1.4,0,2.05G,325M,162k,679k,31,rs0,PRI,48:12.3,5,12,56,0,0,1
35,0.0,147.0,304.0,0.0,4.0,0.5,1.5,0,2.07G,337M,185k,725k,31,rs0,PRI,48:13.3,8,9,73,0,0,0
36,0.0,108.0,249.0,0.0,4.0,0.5,1.6,0,2.08G,348M,147k,684k,31,rs0,PRI,48:14.3,8,9,68,0,0,0
37,0.0,134.0,311.0,0.0,5.0,0.6,1.7,0,2.09G,360M,179k,680k,31,rs0,PRI,48:15.3,5,12,66,0,0,0
38,0.0,113.0,260.0,0.0,4.0,0.6,1.8,0,2.10G,370M,155k,611k,31,rs0,PRI,48:16.3,8,9,64,0,0,0
39,0.0,120.0,271.0,0.0,2.0,0.6,1.8,0,2.11G,381M,159k,649k,31,rs0,PRI,48:17.3,3,14,66,0,0,0
40,0.0,116.0,252.0,0.0,6.0,0.7,1.9,0,2.12G,391M,154k,615k,31,rs0,PRI,48:18.3,4,13,62,0,0,0
41,0.0,135.0,283.0,0.0,3.0,0.7,2.0,0,2.13G,402M,168k,657k,31,rs0,PRI,48:19.3,6,11,63,0,0,0
42,0.0,127.0,283.0,0.0,4.0,0.8,2.1,0,2.14G,413M,168k,628k,31,rs0,PRI,48:20.3,9,8,66,0,0,0
43,0.0,122.0,292.0,0.0,3.0,0.8,2.1,0,2.15G,423M,167k,649k,31,rs0,PRI,48:21.3,7,10,65,0,0,0
44,0.0,141.0,317.0,0.0,2.0,0.9,2.2,0,2.16G,436M,184k,655k,31,rs0,PRI,48:22.3,8,9,59,0,0,0
45,0.0,105.0,253.0,0.0,6.0,0.9,2.3,0,2.17G,445M,146k,640k,31,rs0,PRI,48:23.3,5,12,53,0,0,0
46,0.0,139.0,312.0,0.0,3.0,0.9,2.4,0,2.18G,457M,179k,493k,31,rs0,PRI,48:24.3,5,12,45,0,0,0
47,0.0,129.0,279.0,0.0,1.0,1.0,2.4,0,2.19G,467M,160k,542k,31,rs0,PRI,48:25.3,7,10,48,0,0,0
48,0.0,121.0,306.0,0.0,3.0,1.0,2.5,0,2.20G,477M,172k,623k,31,rs0,PRI,48:26.3,4,13,53,0,0,0
